Country Name,Country Code,Indicator Name,Value
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 15-19, female",3.73
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 15-19, total",3.67
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 20-24, female",6.99
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 20-24, total",6.79
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 25+, female",4.28
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 25+, total",4.49
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 25-29, female",6.75
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 25-29, total",6.62
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 30-34, female",6.58
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 30-34, total",6.36
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 35-39, female",6.01
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 35-39, total",5.85
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 40-44, female",6.01
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 40-44, total",5.85
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 45-49, female",5.28
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 45-49, total",5.29
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 50-54, female",5.28
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 50-54, total",5.29
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 55-59, female",3.66
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 55-59, total",3.99
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 60-64, female",3.66
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 60-64, total",3.99
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 65-69, female",1.93
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 65-69, total",2.35
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 70-74, female",1.93
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 70-74, total",2.35
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 75+, female",1.04
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 75+, total",1.33
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 15+, female",0.37
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",0.36
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 15-19, female",0.0
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 15-19, total",0.0
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",0.22
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",0.16
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 25+, female",0.4
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 25+, total",0.4
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",0.87
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",0.71
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",0.81
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",0.66
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",0.6
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",0.53
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",0.6
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",0.53
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",0.4
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",0.4
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",0.4
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",0.4
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",0.32
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",0.35
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",0.32
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",0.36
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",0.13
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",0.19
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",0.13
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",0.19
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 75+, female",0.07
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 75+, total",0.12
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15+, female",9.35
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15+, total",9.63
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15-19, female",8.72
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15-19, total",8.66
Italy,ITA,"Barro-Lee: Average years of total schooling, age 20-24, female",12.17
Italy,ITA,"Barro-Lee: Average years of total schooling, age 20-24, total",11.92
Italy,ITA,"Barro-Lee: Average years of total schooling, age 25+, female",9.21
Italy,ITA,"Barro-Lee: Average years of total schooling, age 25+, total",9.54
Italy,ITA,"Barro-Lee: Average years of total schooling, age 25-29, female",12.57
Italy,ITA,"Barro-Lee: Average years of total schooling, age 25-29, total",12.29
Italy,ITA,"Barro-Lee: Average years of total schooling, age 30-34, female",12.34
Italy,ITA,"Barro-Lee: Average years of total schooling, age 30-34, total",11.97
Italy,ITA,"Barro-Lee: Average years of total schooling, age 35-39, female",11.55
Italy,ITA,"Barro-Lee: Average years of total schooling, age 35-39, total",11.32
Italy,ITA,"Barro-Lee: Average years of total schooling, age 40-44, female",11.55
Italy,ITA,"Barro-Lee: Average years of total schooling, age 40-44, total",11.32
Italy,ITA,"Barro-Lee: Average years of total schooling, age 45-49, female",10.6
Italy,ITA,"Barro-Lee: Average years of total schooling, age 45-49, total",10.6
Italy,ITA,"Barro-Lee: Average years of total schooling, age 50-54, female",10.59
Italy,ITA,"Barro-Lee: Average years of total schooling, age 50-54, total",10.6
Italy,ITA,"Barro-Lee: Average years of total schooling, age 55-59, female",8.75
Italy,ITA,"Barro-Lee: Average years of total schooling, age 55-59, total",9.16
Italy,ITA,"Barro-Lee: Average years of total schooling, age 60-64, female",8.69
Italy,ITA,"Barro-Lee: Average years of total schooling, age 60-64, total",9.11
Italy,ITA,"Barro-Lee: Average years of total schooling, age 65-69, female",6.07
Italy,ITA,"Barro-Lee: Average years of total schooling, age 65-69, total",6.77
Italy,ITA,"Barro-Lee: Average years of total schooling, age 70-74, female",6.07
Italy,ITA,"Barro-Lee: Average years of total schooling, age 70-74, total",6.77
Italy,ITA,"Barro-Lee: Average years of total schooling, age 75+, female",4.03
Italy,ITA,"Barro-Lee: Average years of total schooling, age 75+, total",4.69
Italy,ITA,Barro-Lee: Percentage of female population age 15+ with no education,7.51
Italy,ITA,Barro-Lee: Percentage of female population age 15+ with primary schooling. Completed Primary,18.26
Italy,ITA,Barro-Lee: Percentage of female population age 15+ with primary schooling. Total (Incomplete and Completed Primary),20.12
Italy,ITA,Barro-Lee: Percentage of female population age 15+ with secondary schooling. Completed Secondary,33.13
Italy,ITA,Barro-Lee: Percentage of female population age 15+ with secondary schooling. Total (Incomplete and Completed Secondary),60.84
Italy,ITA,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary,6.78
Italy,ITA,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),11.54
Italy,ITA,Barro-Lee: Percentage of female population age 15-19 with no education,0.21
Italy,ITA,Barro-Lee: Percentage of female population age 15-19 with primary schooling. Completed Primary,1.32
Italy,ITA,Barro-Lee: Percentage of female population age 15-19 with primary schooling. Total (Incomplete and Completed Primary),1.32
Italy,ITA,Barro-Lee: Percentage of female population age 15-19 with secondary schooling. Completed Secondary,15.66
Italy,ITA,Barro-Lee: Percentage of female population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),98.4
Italy,ITA,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Completed Tertiary,0.0
Italy,ITA,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.0
Italy,ITA,Barro-Lee: Percentage of female population age 20-24 with no education,0.72
Italy,ITA,Barro-Lee: Percentage of female population age 20-24 with primary schooling. Completed Primary,0.72
Italy,ITA,Barro-Lee: Percentage of female population age 20-24 with primary schooling. Total (Incomplete and Completed Primary),0.72
Italy,ITA,Barro-Lee: Percentage of female population age 20-24 with secondary schooling. Completed Secondary,72.79
Italy,ITA,Barro-Lee: Percentage of female population age 20-24 with secondary schooling. Total (Incomplete and Completed Secondary),90.71
Italy,ITA,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Completed Tertiary,3.23
Italy,ITA,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),7.85
Italy,ITA,Barro-Lee: Percentage of female population age 25+ with no education,8.39
Italy,ITA,Barro-Lee: Percentage of female population age 25+ with primary schooling. Completed Primary,20.17
Italy,ITA,Barro-Lee: Percentage of female population age 25+ with primary schooling. Total (Incomplete and Completed Primary),22.5
Italy,ITA,Barro-Lee: Percentage of female population age 25+ with secondary schooling. Completed Secondary,31.64
Italy,ITA,Barro-Lee: Percentage of female population age 25+ with secondary schooling. Total (Incomplete and Completed Secondary),56.65
Italy,ITA,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Completed Tertiary,7.76
Italy,ITA,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),12.48
Italy,ITA,Barro-Lee: Percentage of female population age 25-29 with no education,1.09
Italy,ITA,Barro-Lee: Percentage of female population age 25-29 with primary schooling. Completed Primary,1.61
Italy,ITA,Barro-Lee: Percentage of female population age 25-29 with primary schooling. Total (Incomplete and Completed Primary),1.61
Italy,ITA,Barro-Lee: Percentage of female population age 25-29 with secondary schooling. Completed Secondary,50.35
Italy,ITA,Barro-Lee: Percentage of female population age 25-29 with secondary schooling. Total (Incomplete and Completed Secondary),71.17
Italy,ITA,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Completed Tertiary,17.44
Italy,ITA,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),26.18
Italy,ITA,Barro-Lee: Percentage of female population age 30-34 with no education,0.92
Italy,ITA,Barro-Lee: Percentage of female population age 30-34 with primary schooling. Completed Primary,2.22
Italy,ITA,Barro-Lee: Percentage of female population age 30-34 with primary schooling. Total (Incomplete and Completed Primary),2.22
Italy,ITA,Barro-Lee: Percentage of female population age 30-34 with secondary schooling. Completed Secondary,49.32
Italy,ITA,Barro-Lee: Percentage of female population age 30-34 with secondary schooling. Total (Incomplete and Completed Secondary),72.71
Italy,ITA,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Completed Tertiary,16.37
Italy,ITA,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),24.16
Italy,ITA,Barro-Lee: Percentage of female population age 35-39 with no education,1.19
Italy,ITA,Barro-Lee: Percentage of female population age 35-39 with primary schooling. Completed Primary,3.65
Italy,ITA,Barro-Lee: Percentage of female population age 35-39 with primary schooling. Total (Incomplete and Completed Primary),3.65
Italy,ITA,Barro-Lee: Percentage of female population age 35-39 with secondary schooling. Completed Secondary,45.01
Italy,ITA,Barro-Lee: Percentage of female population age 35-39 with secondary schooling. Total (Incomplete and Completed Secondary),77.05
Italy,ITA,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Completed Tertiary,12.06
Italy,ITA,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),18.11
Italy,ITA,Barro-Lee: Percentage of female population age 40-44 with no education,1.19
Italy,ITA,Barro-Lee: Percentage of female population age 40-44 with primary schooling. Completed Primary,3.65
Italy,ITA,Barro-Lee: Percentage of female population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),3.65
Italy,ITA,Barro-Lee: Percentage of female population age 40-44 with secondary schooling. Completed Secondary,45.01
Italy,ITA,Barro-Lee: Percentage of female population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary),77.05
Italy,ITA,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Completed Tertiary,11.99
Italy,ITA,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),18.11
Italy,ITA,Barro-Lee: Percentage of female population age 45-49 with no education,1.73
Italy,ITA,Barro-Lee: Percentage of female population age 45-49 with primary schooling. Completed Primary,10.16
Italy,ITA,Barro-Lee: Percentage of female population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),10.16
Italy,ITA,Barro-Lee: Percentage of female population age 45-49 with secondary schooling. Completed Secondary,40.38
Italy,ITA,Barro-Lee: Percentage of female population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary),75.87
Italy,ITA,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Completed Tertiary,7.94
Italy,ITA,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),12.27
Italy,ITA,Barro-Lee: Percentage of female population age 50-54 with no education,1.73
Italy,ITA,Barro-Lee: Percentage of female population age 50-54 with primary schooling. Completed Primary,10.16
Italy,ITA,Barro-Lee: Percentage of female population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),10.16
Italy,ITA,Barro-Lee: Percentage of female population age 50-54 with secondary schooling. Completed Secondary,40.38
Italy,ITA,Barro-Lee: Percentage of female population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary),75.87
Italy,ITA,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Completed Tertiary,7.81
Italy,ITA,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),12.27
Italy,ITA,Barro-Lee: Percentage of female population age 55-59 with no education,3.74
Italy,ITA,Barro-Lee: Percentage of female population age 55-59 with primary schooling. Completed Primary,31.16
Italy,ITA,Barro-Lee: Percentage of female population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),33.03
Italy,ITA,Barro-Lee: Percentage of female population age 55-59 with secondary schooling. Completed Secondary,25.34
Italy,ITA,Barro-Lee: Percentage of female population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary),53.26
Italy,ITA,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Completed Tertiary,6.07
Italy,ITA,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),9.99
Italy,ITA,Barro-Lee: Percentage of female population age 60-64 with no education,3.74
Italy,ITA,Barro-Lee: Percentage of female population age 60-64 with primary schooling. Completed Primary,28.65
Italy,ITA,Barro-Lee: Percentage of female population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),33.03
Italy,ITA,Barro-Lee: Percentage of female population age 60-64 with secondary schooling. Completed Secondary,25.34
Italy,ITA,Barro-Lee: Percentage of female population age 60-64 with secondary schooling. Total (Incomplete and Completed Secondary),53.26
Italy,ITA,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Completed Tertiary,6.2
Italy,ITA,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),9.99
Italy,ITA,Barro-Lee: Percentage of female population age 65-69 with no education,14.69
Italy,ITA,Barro-Lee: Percentage of female population age 65-69 with primary schooling. Completed Primary,40.27
Italy,ITA,Barro-Lee: Percentage of female population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),50.52
Italy,ITA,Barro-Lee: Percentage of female population age 65-69 with secondary schooling. Completed Secondary,13.44
Italy,ITA,Barro-Lee: Percentage of female population age 65-69 with secondary schooling. Total (Incomplete and Completed Secondary),30.65
Italy,ITA,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Completed Tertiary,2.37
Italy,ITA,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),4.17
Italy,ITA,Barro-Lee: Percentage of female population age 70-74 with no education,14.69
Italy,ITA,Barro-Lee: Percentage of female population age 70-74 with primary schooling. Completed Primary,40.27
Italy,ITA,Barro-Lee: Percentage of female population age 70-74 with primary schooling. Total (Incomplete and Completed Primary),50.52
Italy,ITA,Barro-Lee: Percentage of female population age 70-74 with secondary schooling. Completed Secondary,13.44
Italy,ITA,Barro-Lee: Percentage of female population age 70-74 with secondary schooling. Total (Incomplete and Completed Secondary),30.65
Italy,ITA,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Completed Tertiary,2.36
Italy,ITA,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),4.17
Italy,ITA,Barro-Lee: Percentage of female population age 75+ with no education,32.94
Italy,ITA,Barro-Lee: Percentage of female population age 75+ with primary schooling. Completed Primary,30.76
Italy,ITA,Barro-Lee: Percentage of female population age 75+ with primary schooling. Total (Incomplete and Completed Primary),47.88
Italy,ITA,Barro-Lee: Percentage of female population age 75+ with secondary schooling. Completed Secondary,7.2
Italy,ITA,Barro-Lee: Percentage of female population age 75+ with secondary schooling. Total (Incomplete and Completed Secondary),17.12
Italy,ITA,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary,1.17
Italy,ITA,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),2.09
Italy,ITA,Barro-Lee: Percentage of population age 15+ with no education,5.61
Italy,ITA,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,16.38
Italy,ITA,Barro-Lee: Percentage of population age 15+ with primary schooling. Total (Incomplete and Completed Primary),17.68
Italy,ITA,Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,34.54
Italy,ITA,Barro-Lee: Percentage of population age 15+ with secondary schooling. Total (Incomplete and Completed Secondary),65.64
Italy,ITA,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,6.84
Italy,ITA,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),11.06
Italy,ITA,Barro-Lee: Percentage of population age 15-19 with no education,0.2
Italy,ITA,Barro-Lee: Percentage of population age 15-19 with primary schooling. Completed Primary,1.69
Italy,ITA,Barro-Lee: Percentage of population age 15-19 with primary schooling. Total (Incomplete and Completed Primary),1.69
Italy,ITA,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Completed Secondary,14.44
Italy,ITA,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),98.11
Italy,ITA,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Completed Tertiary,0.0
Italy,ITA,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.0
Italy,ITA,Barro-Lee: Percentage of population age 20-24 with no education,0.67
Italy,ITA,Barro-Lee: Percentage of population age 20-24 with primary schooling. Completed Primary,0.84
Italy,ITA,Barro-Lee: Percentage of population age 20-24 with primary schooling. Total (Incomplete and Completed Primary),0.84
Italy,ITA,Barro-Lee: Percentage of population age 20-24 with secondary schooling. Completed Secondary,70.7
Italy,ITA,Barro-Lee: Percentage of population age 20-24 with secondary schooling. Total (Incomplete and Completed Secondary),92.52
Italy,ITA,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,2.28
Italy,ITA,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),5.94
Italy,ITA,Barro-Lee: Percentage of population age 25+ with no education,6.3
Italy,ITA,Barro-Lee: Percentage of population age 25+ with primary schooling. Completed Primary,18.22
Italy,ITA,Barro-Lee: Percentage of population age 25+ with primary schooling. Total (Incomplete and Completed Primary),19.87
Italy,ITA,Barro-Lee: Percentage of population age 25+ with secondary schooling. Completed Secondary,33.37
Italy,ITA,Barro-Lee: Percentage of population age 25+ with secondary schooling. Total (Incomplete and Completed Secondary),61.69
Italy,ITA,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,8.04
Italy,ITA,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),12.13
Italy,ITA,Barro-Lee: Percentage of population age 25-29 with no education,0.83
Italy,ITA,Barro-Lee: Percentage of population age 25-29 with primary schooling. Completed Primary,1.75
Italy,ITA,Barro-Lee: Percentage of population age 25-29 with primary schooling. Total (Incomplete and Completed Primary),1.75
Italy,ITA,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,52.25
Italy,ITA,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Total (Incomplete and Completed Secondary),75.6
Italy,ITA,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary,13.76
Italy,ITA,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),21.77
Italy,ITA,Barro-Lee: Percentage of population age 30-34 with no education,0.96
Italy,ITA,Barro-Lee: Percentage of population age 30-34 with primary schooling. Completed Primary,2.44
Italy,ITA,Barro-Lee: Percentage of population age 30-34 with primary schooling. Total (Incomplete and Completed Primary),2.44
Italy,ITA,Barro-Lee: Percentage of population age 30-34 with secondary schooling. Completed Secondary,49.48
Italy,ITA,Barro-Lee: Percentage of population age 30-34 with secondary schooling. Total (Incomplete and Completed Secondary),76.76
Italy,ITA,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary,13.06
Italy,ITA,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),19.84
Italy,ITA,Barro-Lee: Percentage of population age 35-39 with no education,1.22
Italy,ITA,Barro-Lee: Percentage of population age 35-39 with primary schooling. Completed Primary,3.67
Italy,ITA,Barro-Lee: Percentage of population age 35-39 with primary schooling. Total (Incomplete and Completed Primary),3.67
Italy,ITA,Barro-Lee: Percentage of population age 35-39 with secondary schooling. Completed Secondary,44.17
Italy,ITA,Barro-Lee: Percentage of population age 35-39 with secondary schooling. Total (Incomplete and Completed Secondary),79.35
Italy,ITA,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Completed Tertiary,10.66
Italy,ITA,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),15.77
Italy,ITA,Barro-Lee: Percentage of population age 40-44 with no education,1.22
Italy,ITA,Barro-Lee: Percentage of population age 40-44 with primary schooling. Completed Primary,3.67
Italy,ITA,Barro-Lee: Percentage of population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),3.67
Italy,ITA,Barro-Lee: Percentage of population age 40-44 with secondary schooling. Completed Secondary,44.17
Italy,ITA,Barro-Lee: Percentage of population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary),79.35
Italy,ITA,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Completed Tertiary,10.76
Italy,ITA,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),15.77
Italy,ITA,Barro-Lee: Percentage of population age 45-49 with no education,1.71
Italy,ITA,Barro-Lee: Percentage of population age 45-49 with primary schooling. Completed Primary,8.38
Italy,ITA,Barro-Lee: Percentage of population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),8.38
Italy,ITA,Barro-Lee: Percentage of population age 45-49 with secondary schooling. Completed Secondary,39.8
Italy,ITA,Barro-Lee: Percentage of population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary),77.89
Italy,ITA,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Completed Tertiary,8.09
Italy,ITA,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),12.01
Italy,ITA,Barro-Lee: Percentage of population age 50-54 with no education,1.71
Italy,ITA,Barro-Lee: Percentage of population age 50-54 with primary schooling. Completed Primary,8.38
Italy,ITA,Barro-Lee: Percentage of population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),8.38
Italy,ITA,Barro-Lee: Percentage of population age 50-54 with secondary schooling. Completed Secondary,39.8
Italy,ITA,Barro-Lee: Percentage of population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary),77.89
Italy,ITA,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Completed Tertiary,8.03
Italy,ITA,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),12.01
Italy,ITA,Barro-Lee: Percentage of population age 55-59 with no education,3.0
Italy,ITA,Barro-Lee: Percentage of population age 55-59 with primary schooling. Completed Primary,26.49
Italy,ITA,Barro-Lee: Percentage of population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),28.1
Italy,ITA,Barro-Lee: Percentage of population age 55-59 with secondary schooling. Completed Secondary,27.82
Italy,ITA,Barro-Lee: Percentage of population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary),58.23
Italy,ITA,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Completed Tertiary,7.02
Italy,ITA,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),10.67
Italy,ITA,Barro-Lee: Percentage of population age 60-64 with no education,3.0
Italy,ITA,Barro-Lee: Percentage of population age 60-64 with primary schooling. Completed Primary,24.59
Italy,ITA,Barro-Lee: Percentage of population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),28.1
Italy,ITA,Barro-Lee: Percentage of population age 60-64 with secondary schooling. Completed Secondary,27.82
Italy,ITA,Barro-Lee: Percentage of population age 60-64 with secondary schooling. Total (Incomplete and Completed Secondary),58.23
Italy,ITA,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Completed Tertiary,7.17
Italy,ITA,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),10.67
Italy,ITA,Barro-Lee: Percentage of population age 65-69 with no education,11.0
Italy,ITA,Barro-Lee: Percentage of population age 65-69 with primary schooling. Completed Primary,38.12
Italy,ITA,Barro-Lee: Percentage of population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),46.93
Italy,ITA,Barro-Lee: Percentage of population age 65-69 with secondary schooling. Completed Secondary,15.85
Italy,ITA,Barro-Lee: Percentage of population age 65-69 with secondary schooling. Total (Incomplete and Completed Secondary),36.23
Italy,ITA,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary,3.81
Italy,ITA,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),5.83
Italy,ITA,Barro-Lee: Percentage of population age 70-74 with no education,11.0
Italy,ITA,Barro-Lee: Percentage of population age 70-74 with primary schooling. Completed Primary,38.12
Italy,ITA,Barro-Lee: Percentage of population age 70-74 with primary schooling. Total (Incomplete and Completed Primary),46.93
Italy,ITA,Barro-Lee: Percentage of population age 70-74 with secondary schooling. Completed Secondary,15.85
Italy,ITA,Barro-Lee: Percentage of population age 70-74 with secondary schooling. Total (Incomplete and Completed Secondary),36.23
Italy,ITA,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary,3.81
Italy,ITA,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),5.83
Italy,ITA,Barro-Lee: Percentage of population age 75+ with no education,27.74
Italy,ITA,Barro-Lee: Percentage of population age 75+ with primary schooling. Completed Primary,33.58
Italy,ITA,Barro-Lee: Percentage of population age 75+ with primary schooling. Total (Incomplete and Completed Primary),48.22
Italy,ITA,Barro-Lee: Percentage of population age 75+ with secondary schooling. Completed Secondary,8.6
Italy,ITA,Barro-Lee: Percentage of population age 75+ with secondary schooling. Total (Incomplete and Completed Secondary),20.54
