,Indicator Name,Country Name,Country Code,Value
733,Percentage of students in tertiary education who are female (%),18,18,18
734,"Percentage of students in upper secondary education enrolled in general programmes, both sexes (%)",18,18,18
735,"Percentage of students in upper secondary education enrolled in vocational programmes, both sexes (%)",18,18,18
736,Percentage of students in upper secondary education who are female (%),18,18,18
737,Percentage of students in upper secondary general education who are female (%),18,18,18
738,Percentage of students in upper secondary vocational education who are female (%),18,18,18
739,Percentage of teachers in primary education who are female (%),18,18,18
740,Percentage of teachers in tertiary education who are female (%),18,18,18
741,Personal computers (per 100 people),18,18,18
742,Population growth (annual %),18,18,18
743,"Population of compulsory school age, both sexes (number)",18,18,18
744,"Population of compulsory school age, female (number)",18,18,18
745,"Population of compulsory school age, male (number)",18,18,18
746,"Population of the official age for lower secondary education, both sexes (number)",18,18,18
747,"Population of the official age for lower secondary education, female (number)",18,18,18
748,"Population of the official age for lower secondary education, male (number)",18,18,18
749,"Population of the official age for post-secondary non-tertiary education, both sexes (number)",18,18,18
750,"Population of the official age for post-secondary non-tertiary education, female (number)",18,18,18
751,"Population of the official age for post-secondary non-tertiary education, male (number)",18,18,18
752,"Population of the official age for pre-primary education, both sexes (number)",18,18,18
753,"Population of the official age for pre-primary education, female (number)",18,18,18
754,"Population of the official age for pre-primary education, male (number)",18,18,18
755,"Population of the official age for primary education, both sexes (number)",18,18,18
756,"Population of the official age for primary education, female (number)",18,18,18
757,"Population of the official age for primary education, male (number)",18,18,18
758,"Population of the official age for secondary education, both sexes (number)",18,18,18
759,"Population of the official age for secondary education, female (number)",18,18,18
760,"Population of the official age for secondary education, male (number)",18,18,18
761,"Population of the official age for tertiary education, both sexes (number)",18,18,18
762,"Population of the official age for tertiary education, female (number)",18,18,18
763,"Population of the official age for tertiary education, male (number)",18,18,18
764,"Population of the official age for upper secondary education, both sexes (number)",18,18,18
765,"Population of the official age for upper secondary education, female (number)",18,18,18
766,"Population of the official age for upper secondary education, male (number)",18,18,18
767,"Population of the official entrance age to primary education, both sexes (number)",18,18,18
768,"Population of the official entrance age to primary education, female (number)",18,18,18
769,"Population of the official entrance age to primary education, male (number)",18,18,18
770,"Population of the official entrance age to secondary general education, both sexes (number)",18,18,18
771,"Population of the official entrance age to secondary general education, female (number)",18,18,18
772,"Population of the official entrance age to secondary general education, male (number)",18,18,18
773,"Population, age 0, female",18,18,18
774,"Population, age 0, male",18,18,18
775,"Population, age 0, total",18,18,18
776,"Population, age 1, female",18,18,18
777,"Population, age 1, male",18,18,18
778,"Population, age 1, total",18,18,18
779,"Population, age 10, female",18,18,18
780,"Population, age 10, male",18,18,18
781,"Population, age 10, total",18,18,18
782,"Population, age 11, female",18,18,18
783,"Population, age 11, male",18,18,18
784,"Population, age 11, total",18,18,18
785,"Population, age 12, female",18,18,18
786,"Population, age 12, male",18,18,18
787,"Population, age 12, total",18,18,18
788,"Population, age 13, female",18,18,18
789,"Population, age 13, male",18,18,18
790,"Population, age 13, total",18,18,18
791,"Population, age 14, female",18,18,18
792,"Population, age 14, male",18,18,18
793,"Population, age 14, total",18,18,18
794,"Population, age 15, female",18,18,18
795,"Population, age 15, male",18,18,18
796,"Population, age 15, total",18,18,18
797,"Population, age 16, female",18,18,18
798,"Population, age 16, male",18,18,18
799,"Population, age 16, total",18,18,18
800,"Population, age 17, female",18,18,18
801,"Population, age 17, male",18,18,18
802,"Population, age 17, total",18,18,18
803,"Population, age 18, female",18,18,18
804,"Population, age 18, male",18,18,18
805,"Population, age 18, total",18,18,18
806,"Population, age 19, female",18,18,18
807,"Population, age 19, male",18,18,18
808,"Population, age 19, total",18,18,18
809,"Population, age 2, female",18,18,18
810,"Population, age 2, male",18,18,18
811,"Population, age 2, total",18,18,18
812,"Population, age 20, female",18,18,18
813,"Population, age 20, male",18,18,18
814,"Population, age 20, total",18,18,18
815,"Population, age 21, female",18,18,18
816,"Population, age 21, male",18,18,18
817,"Population, age 21, total",18,18,18
818,"Population, age 22, female",18,18,18
819,"Population, age 22, male",18,18,18
820,"Population, age 22, total",18,18,18
821,"Population, age 23, female",18,18,18
822,"Population, age 23, male",18,18,18
823,"Population, age 23, total",18,18,18
824,"Population, age 24, female",18,18,18
825,"Population, age 24, male",18,18,18
826,"Population, age 24, total",18,18,18
827,"Population, age 25, female",18,18,18
828,"Population, age 25, male",18,18,18
829,"Population, age 25, total",18,18,18
830,"Population, age 3, female",18,18,18
831,"Population, age 3, male",18,18,18
832,"Population, age 3, total",18,18,18
833,"Population, age 4, female",18,18,18
834,"Population, age 4, male",18,18,18
835,"Population, age 4, total",18,18,18
836,"Population, age 5, female",18,18,18
837,"Population, age 5, male",18,18,18
838,"Population, age 5, total",18,18,18
839,"Population, age 6, female",18,18,18
840,"Population, age 6, male",18,18,18
841,"Population, age 6, total",18,18,18
842,"Population, age 7, female",18,18,18
843,"Population, age 7, male",18,18,18
844,"Population, age 7, total",18,18,18
845,"Population, age 8, female",18,18,18
846,"Population, age 8, male",18,18,18
847,"Population, age 8, total",18,18,18
848,"Population, age 9, female",18,18,18
849,"Population, age 9, male",18,18,18
850,"Population, age 9, total",18,18,18
851,"Population, ages 0-14 (% of total)",18,18,18
852,"Population, ages 0-14, female",18,18,18
853,"Population, ages 0-14, male",18,18,18
854,"Population, ages 0-14, total",18,18,18
855,"Population, ages 10-14, female",18,18,18
856,"Population, ages 10-14, male",18,18,18
857,"Population, ages 10-14, total",18,18,18
858,"Population, ages 10-15, female",18,18,18
859,"Population, ages 10-15, male",18,18,18
860,"Population, ages 10-15, total",18,18,18
861,"Population, ages 10-16, female",18,18,18
862,"Population, ages 10-16, male",18,18,18
863,"Population, ages 10-16, total",18,18,18
864,"Population, ages 10-17, female",18,18,18
865,"Population, ages 10-17, male",18,18,18
866,"Population, ages 10-17, total",18,18,18
867,"Population, ages 10-18, female",18,18,18
868,"Population, ages 10-18, male",18,18,18
869,"Population, ages 10-18, total",18,18,18
870,"Population, ages 11-15, female",18,18,18
871,"Population, ages 11-15, male",18,18,18
872,"Population, ages 11-15, total",18,18,18
873,"Population, ages 11-16, female",18,18,18
874,"Population, ages 11-16, male",18,18,18
875,"Population, ages 11-16, total",18,18,18
876,"Population, ages 11-17, female",18,18,18
877,"Population, ages 11-17, male",18,18,18
878,"Population, ages 11-17, total",18,18,18
879,"Population, ages 11-18, female",18,18,18
880,"Population, ages 11-18, male",18,18,18
881,"Population, ages 11-18, total",18,18,18
882,"Population, ages 12-15, female",18,18,18
883,"Population, ages 12-15, male",18,18,18
884,"Population, ages 12-15, total",18,18,18
885,"Population, ages 12-16, female",18,18,18
886,"Population, ages 12-16, male",18,18,18
887,"Population, ages 12-16, total",18,18,18
888,"Population, ages 12-17, female",18,18,18
889,"Population, ages 12-17, male",18,18,18
890,"Population, ages 12-17, total",18,18,18
891,"Population, ages 12-18, female",18,18,18
892,"Population, ages 12-18, male",18,18,18
893,"Population, ages 12-18, total",18,18,18
894,"Population, ages 13-16, female",18,18,18
895,"Population, ages 13-16, male",18,18,18
896,"Population, ages 13-16, total",18,18,18
897,"Population, ages 13-17, female",18,18,18
898,"Population, ages 13-17, male",18,18,18
899,"Population, ages 13-17, total",18,18,18
900,"Population, ages 13-18, female",18,18,18
901,"Population, ages 13-18, male",18,18,18
902,"Population, ages 13-18, total",18,18,18
903,"Population, ages 13-19, female",18,18,18
904,"Population, ages 13-19, male",18,18,18
905,"Population, ages 13-19, total",18,18,18
906,"Population, ages 14-18, female",18,18,18
907,"Population, ages 14-18, male",18,18,18
908,"Population, ages 14-18, total",18,18,18
909,"Population, ages 14-19, female",18,18,18
910,"Population, ages 14-19, male",18,18,18
911,"Population, ages 14-19, total",18,18,18
912,"Population, ages 15-24, female",18,18,18
913,"Population, ages 15-24, male",18,18,18
914,"Population, ages 15-24, total",18,18,18
915,"Population, ages 15-64 (% of total)",18,18,18
916,"Population, ages 15-64, female",18,18,18
917,"Population, ages 15-64, male",18,18,18
918,"Population, ages 15-64, total",18,18,18
919,"Population, ages 3-5, female",18,18,18
920,"Population, ages 3-5, male",18,18,18
921,"Population, ages 3-5, total",18,18,18
922,"Population, ages 4-6, female",18,18,18
923,"Population, ages 4-6, male",18,18,18
924,"Population, ages 4-6, total",18,18,18
925,"Population, ages 5-10, female",18,18,18
926,"Population, ages 5-10, male",18,18,18
927,"Population, ages 5-10, total",18,18,18
928,"Population, ages 5-11, female",18,18,18
929,"Population, ages 5-11, male",18,18,18
930,"Population, ages 5-11, total",18,18,18
931,"Population, ages 5-9, female",18,18,18
932,"Population, ages 5-9, male",18,18,18
933,"Population, ages 5-9, total",18,18,18
934,"Population, ages 6-10, female",18,18,18
935,"Population, ages 6-10, male",18,18,18
936,"Population, ages 6-10, total",18,18,18
937,"Population, ages 6-11, female",18,18,18
938,"Population, ages 6-11, male",18,18,18
939,"Population, ages 6-11, total",18,18,18
940,"Population, ages 6-12, female",18,18,18
941,"Population, ages 6-12, male",18,18,18
942,"Population, ages 6-12, total",18,18,18
943,"Population, ages 6-9, female",18,18,18
944,"Population, ages 6-9, male",18,18,18
945,"Population, ages 6-9, total",18,18,18
946,"Population, ages 7-10, female",18,18,18
947,"Population, ages 7-10, male",18,18,18
948,"Population, ages 7-10, total",18,18,18
949,"Population, ages 7-11, female",18,18,18
950,"Population, ages 7-11, male",18,18,18
951,"Population, ages 7-11, total",18,18,18
952,"Population, ages 7-12, female",18,18,18
953,"Population, ages 7-12, male",18,18,18
954,"Population, ages 7-12, total",18,18,18
955,"Population, ages 7-13, female",18,18,18
956,"Population, ages 7-13, male",18,18,18
957,"Population, ages 7-13, total",18,18,18
958,"Population, ages 7-9, female",18,18,18
959,"Population, ages 7-9, male",18,18,18
960,"Population, ages 7-9, total",18,18,18
961,"Population, female",18,18,18
962,"Population, female (% of total)",18,18,18
963,"Population, male",18,18,18
964,"Population, male (% of total)",18,18,18
965,"Population, total",18,18,18
966,Pupil-teacher ratio in primary education (headcount basis),18,18,18
967,Pupil-teacher ratio in tertiary education (headcount basis),18,18,18
968,"School life expectancy, post-secondary non-tertiary, both sexes (years)",18,18,18
969,"School life expectancy, post-secondary non-tertiary, female (years)",18,18,18
970,"School life expectancy, post-secondary non-tertiary, gender parity index (GPI)",18,18,18
971,"School life expectancy, post-secondary non-tertiary, male (years)",18,18,18
972,"School life expectancy, pre-primary, both sexes (years)",18,18,18
973,"School life expectancy, pre-primary, female (years)",18,18,18
974,"School life expectancy, pre-primary, gender parity index (GPI)",18,18,18
975,"School life expectancy, pre-primary, male (years)",18,18,18
976,"School life expectancy, primary and lower secondary, both sexes (years)",18,18,18
977,"School life expectancy, primary and lower secondary, female (years)",18,18,18
978,"School life expectancy, primary and lower secondary, male (years)",18,18,18
979,"School life expectancy, primary and secondary, both sexes (years)",18,18,18
980,"School life expectancy, primary and secondary, female (years)",18,18,18
981,"School life expectancy, primary and secondary, gender parity index (GPI)",18,18,18
982,"School life expectancy, primary and secondary, male (years)",18,18,18
983,"School life expectancy, primary to tertiary, both sexes (years)",18,18,18
984,"School life expectancy, primary to tertiary, female (years)",18,18,18
985,"School life expectancy, primary to tertiary, gender parity index (GPI)",18,18,18
986,"School life expectancy, primary to tertiary, male (years)",18,18,18
987,"School life expectancy, primary, both sexes (years)",18,18,18
988,"School life expectancy, primary, female (years)",18,18,18
989,"School life expectancy, primary, gender parity index (GPI)",18,18,18
990,"School life expectancy, primary, male (years)",18,18,18
991,"School life expectancy, secondary, both sexes (years)",18,18,18
992,"School life expectancy, secondary, female (years)",18,18,18
993,"School life expectancy, secondary, gender parity index (GPI)",18,18,18
994,"School life expectancy, secondary, male (years)",18,18,18
995,"School life expectancy, tertiary, both sexes (years)",18,18,18
996,"School life expectancy, tertiary, female (years)",18,18,18
997,"School life expectancy, tertiary, gender parity index (GPI)",18,18,18
998,"School life expectancy, tertiary, male (years)",18,18,18
999,"Share of youth not in education, employment, or training, female (% of female youth population)",18,18,18
1000,"Share of youth not in education, employment, or training, male (% of male youth population)",18,18,18
1001,"Share of youth not in education, employment, or training, total (% of youth population)",18,18,18
1002,"Teachers in primary education, both sexes (number)",18,18,18
1003,"Teachers in primary education, female (number)",18,18,18
1004,"Teachers in tertiary education programmes, both sexes (number)",18,18,18
1005,"Teachers in tertiary education programmes, female (number)",18,18,18
1006,Theoretical duration of lower secondary education (years),18,18,18
1007,Theoretical duration of post-secondary non-tertiary education (years),18,18,18
1008,Theoretical duration of pre-primary education (years),18,18,18
1009,Theoretical duration of primary education (years),18,18,18
1010,Theoretical duration of secondary education (years),18,18,18
1011,Theoretical duration of upper secondary education (years),18,18,18
1012,"Total inbound internationally mobile students, both sexes (number)",18,18,18
1013,"Total inbound internationally mobile students, female (number)",18,18,18
1014,"Total outbound internationally mobile tertiary students studying abroad, all countries, both sexes (number)",18,18,18
1015,UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Female,18,18,18
1016,UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Gender Parity Index,18,18,18
1017,UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Male,18,18,18
1018,UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Total,18,18,18
1019,UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Female,18,18,18
1020,UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Gender Parity Index,18,18,18
1021,UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Male,18,18,18
1022,UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Total,18,18,18
1023,UIS: Percentage of population age 25+ with completed lower secondary education. Female,18,18,18
1024,UIS: Percentage of population age 25+ with completed lower secondary education. Male,18,18,18
1025,UIS: Percentage of population age 25+ with completed lower secondary education. Total,18,18,18
1026,UIS: Percentage of population age 25+ with completed upper secondary education. Female,18,18,18
1027,UIS: Percentage of population age 25+ with completed upper secondary education. Male,18,18,18
1028,UIS: Percentage of population age 25+ with completed upper secondary education. Total,18,18,18
1029,"Unemployment, female (% of female labor force)",18,18,18
1030,"Unemployment, male (% of male labor force)",18,18,18
1031,"Unemployment, total (% of total labor force)",18,18,18
1032,Wittgenstein Projection: Mean Years of Schooling. Age 15+. Gender Gap,18,18,18
1033,Wittgenstein Projection: Mean Years of Schooling. Age 25+. Gender Gap,18,18,18
1034,Wittgenstein Projection: Mean years of schooling. Age 0-19. Female,18,18,18
1035,Wittgenstein Projection: Mean years of schooling. Age 0-19. Male,18,18,18
1036,Wittgenstein Projection: Mean years of schooling. Age 0-19. Total,18,18,18
1037,Wittgenstein Projection: Mean years of schooling. Age 15+. Female,18,18,18
1038,Wittgenstein Projection: Mean years of schooling. Age 15+. Male,18,18,18
1039,Wittgenstein Projection: Mean years of schooling. Age 15+. Total,18,18,18
1040,Wittgenstein Projection: Mean years of schooling. Age 15-19. Female,18,18,18
1041,Wittgenstein Projection: Mean years of schooling. Age 15-19. Male,18,18,18
1042,Wittgenstein Projection: Mean years of schooling. Age 15-19. Total,18,18,18
1043,Wittgenstein Projection: Mean years of schooling. Age 20-24. Female,18,18,18
1044,Wittgenstein Projection: Mean years of schooling. Age 20-24. Male,18,18,18
1045,Wittgenstein Projection: Mean years of schooling. Age 20-24. Total,18,18,18
1046,Wittgenstein Projection: Mean years of schooling. Age 20-39. Female,18,18,18
1047,Wittgenstein Projection: Mean years of schooling. Age 20-39. Male,18,18,18
1048,Wittgenstein Projection: Mean years of schooling. Age 20-39. Total,18,18,18
1049,Wittgenstein Projection: Mean years of schooling. Age 20-64. Female,18,18,18
1050,Wittgenstein Projection: Mean years of schooling. Age 20-64. Male,18,18,18
1051,Wittgenstein Projection: Mean years of schooling. Age 20-64. Total,18,18,18
1052,Wittgenstein Projection: Mean years of schooling. Age 25+. Female,18,18,18
1053,Wittgenstein Projection: Mean years of schooling. Age 25+. Male,18,18,18
1054,Wittgenstein Projection: Mean years of schooling. Age 25+. Total,18,18,18
1055,Wittgenstein Projection: Mean years of schooling. Age 25-29. Female,18,18,18
1056,Wittgenstein Projection: Mean years of schooling. Age 25-29. Male,18,18,18
1057,Wittgenstein Projection: Mean years of schooling. Age 25-29. Total,18,18,18
1058,Wittgenstein Projection: Mean years of schooling. Age 40-64. Female,18,18,18
1059,Wittgenstein Projection: Mean years of schooling. Age 40-64. Male,18,18,18
1060,Wittgenstein Projection: Mean years of schooling. Age 40-64. Total,18,18,18
1061,Wittgenstein Projection: Mean years of schooling. Age 60+. Female,18,18,18
1062,Wittgenstein Projection: Mean years of schooling. Age 60+. Male,18,18,18
1063,Wittgenstein Projection: Mean years of schooling. Age 60+. Total,18,18,18
1064,Wittgenstein Projection: Mean years of schooling. Age 65+. Female,18,18,18
1065,Wittgenstein Projection: Mean years of schooling. Age 65+. Male,18,18,18
1066,Wittgenstein Projection: Mean years of schooling. Age 65+. Total,18,18,18
1067,Wittgenstein Projection: Mean years of schooling. Age 80+. Female,18,18,18
1068,Wittgenstein Projection: Mean years of schooling. Age 80+. Male,18,18,18
1069,Wittgenstein Projection: Mean years of schooling. Age 80+. Total,18,18,18
1070,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Female,18,18,18
1071,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Male,18,18,18
1072,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,18,18,18
1073,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,18,18,18
1074,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,18,18,18
1075,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,18,18,18
1076,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,18,18,18
1077,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,18,18,18
1078,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,18,18,18
1079,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,18,18,18
1080,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,18,18,18
1081,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,18,18,18
1082,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,18,18,18
1083,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,18,18,18
1084,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,18,18,18
1085,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,18,18,18
1086,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,18,18,18
1087,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,18,18,18
1088,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,18,18,18
1089,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,18,18,18
1090,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Total,18,18,18
1091,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Female,18,18,18
1092,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Male,18,18,18
1093,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Total,18,18,18
1094,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Female,18,18,18
1095,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Male,18,18,18
1096,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Total,18,18,18
1097,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Female,18,18,18
1098,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Male,18,18,18
1099,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Total,18,18,18
1100,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Female,18,18,18
1101,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Male,18,18,18
1102,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Total,18,18,18
1103,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Female,18,18,18
1104,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Male,18,18,18
1105,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Total,18,18,18
1106,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Female,18,18,18
1107,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Male,18,18,18
1108,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Total,18,18,18
1109,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Female,18,18,18
1110,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Male,18,18,18
1111,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Total,18,18,18
1112,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Female,18,18,18
1113,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Male,18,18,18
1114,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Total,18,18,18
1115,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Female,18,18,18
1116,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Male,18,18,18
1117,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Total,18,18,18
1118,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Female,18,18,18
1119,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Male,18,18,18
1120,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Total,18,18,18
1121,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Female,18,18,18
1122,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Male,18,18,18
1123,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Total,18,18,18
1124,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Female,18,18,18
1125,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Male,18,18,18
1126,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Total,18,18,18
1127,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Female,18,18,18
1128,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Male,18,18,18
1129,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Total,18,18,18
1130,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Female,18,18,18
1131,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Male,18,18,18
1132,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Total,18,18,18
1133,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Female,18,18,18
1134,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Male,18,18,18
1135,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Total,18,18,18
1136,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Female,18,18,18
1137,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Male,18,18,18
1138,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Total,18,18,18
1139,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Female,18,18,18
1140,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Male,18,18,18
1141,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Total,18,18,18
1142,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Female,18,18,18
1143,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Male,18,18,18
1144,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Total,18,18,18
1145,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Female,18,18,18
1146,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Male,18,18,18
1147,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Total,18,18,18
1148,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Female,18,18,18
1149,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Male,18,18,18
1150,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Total,18,18,18
1151,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female,18,18,18
1152,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Male,18,18,18
1153,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total,18,18,18
1154,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Female,18,18,18
1155,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Male,18,18,18
1156,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Total,18,18,18
1157,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Female,18,18,18
1158,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Male,18,18,18
1159,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total,18,18,18
1160,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Female,18,18,18
1161,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Male,18,18,18
1162,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Total,18,18,18
1163,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Female,18,18,18
1164,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Male,18,18,18
1165,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Total,18,18,18
1166,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Female,18,18,18
1167,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Male,18,18,18
1168,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Total,18,18,18
1169,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Female,18,18,18
