,Indicator Name,Country Name,Country Code,Value
16477,"Population, ages 15-64 (% of total)",Greece,1,1
16478,"Population, ages 15-64 (% of total)",Hungary,1,1
16479,"Population, ages 15-64 (% of total)",Ireland,1,1
16480,"Population, ages 15-64 (% of total)",Italy,1,1
16481,"Population, ages 15-64 (% of total)",Netherlands,1,1
16482,"Population, ages 15-64 (% of total)",Norway,1,1
16483,"Population, ages 15-64 (% of total)",Portugal,1,1
16484,"Population, ages 15-64 (% of total)",Spain,1,1
16485,"Population, ages 15-64 (% of total)",Sweden,1,1
16486,"Population, ages 15-64 (% of total)",Switzerland,1,1
16487,"Population, ages 15-64 (% of total)",United Kingdom,1,1
16488,"Population, ages 15-64, female",Austria,1,1
16489,"Population, ages 15-64, female",Belgium,1,1
16490,"Population, ages 15-64, female",Bulgaria,1,1
16491,"Population, ages 15-64, female",Denmark,1,1
16492,"Population, ages 15-64, female",Finland,1,1
16493,"Population, ages 15-64, female",France,1,1
16494,"Population, ages 15-64, female",Germany,1,1
16495,"Population, ages 15-64, female",Greece,1,1
16496,"Population, ages 15-64, female",Hungary,1,1
16497,"Population, ages 15-64, female",Ireland,1,1
16498,"Population, ages 15-64, female",Italy,1,1
16499,"Population, ages 15-64, female",Netherlands,1,1
16500,"Population, ages 15-64, female",Norway,1,1
16501,"Population, ages 15-64, female",Portugal,1,1
16502,"Population, ages 15-64, female",Spain,1,1
16503,"Population, ages 15-64, female",Sweden,1,1
16504,"Population, ages 15-64, female",Switzerland,1,1
16505,"Population, ages 15-64, female",United Kingdom,1,1
16506,"Population, ages 15-64, male",Austria,1,1
16507,"Population, ages 15-64, male",Belgium,1,1
16508,"Population, ages 15-64, male",Bulgaria,1,1
16509,"Population, ages 15-64, male",Denmark,1,1
16510,"Population, ages 15-64, male",Finland,1,1
16511,"Population, ages 15-64, male",France,1,1
16512,"Population, ages 15-64, male",Germany,1,1
16513,"Population, ages 15-64, male",Greece,1,1
16514,"Population, ages 15-64, male",Hungary,1,1
16515,"Population, ages 15-64, male",Ireland,1,1
16516,"Population, ages 15-64, male",Italy,1,1
16517,"Population, ages 15-64, male",Netherlands,1,1
16518,"Population, ages 15-64, male",Norway,1,1
16519,"Population, ages 15-64, male",Portugal,1,1
16520,"Population, ages 15-64, male",Spain,1,1
16521,"Population, ages 15-64, male",Sweden,1,1
16522,"Population, ages 15-64, male",Switzerland,1,1
16523,"Population, ages 15-64, male",United Kingdom,1,1
16524,"Population, ages 15-64, total",Austria,1,1
16525,"Population, ages 15-64, total",Belgium,1,1
16526,"Population, ages 15-64, total",Bulgaria,1,1
16527,"Population, ages 15-64, total",Denmark,1,1
16528,"Population, ages 15-64, total",Finland,1,1
16529,"Population, ages 15-64, total",France,1,1
16530,"Population, ages 15-64, total",Germany,1,1
16531,"Population, ages 15-64, total",Greece,1,1
16532,"Population, ages 15-64, total",Hungary,1,1
16533,"Population, ages 15-64, total",Ireland,1,1
16534,"Population, ages 15-64, total",Italy,1,1
16535,"Population, ages 15-64, total",Netherlands,1,1
16536,"Population, ages 15-64, total",Norway,1,1
16537,"Population, ages 15-64, total",Portugal,1,1
16538,"Population, ages 15-64, total",Spain,1,1
16539,"Population, ages 15-64, total",Sweden,1,1
16540,"Population, ages 15-64, total",Switzerland,1,1
16541,"Population, ages 15-64, total",United Kingdom,1,1
16542,"Population, ages 3-5, female",Austria,1,1
16543,"Population, ages 3-5, female",Belgium,1,1
16544,"Population, ages 3-5, female",Bulgaria,1,1
16545,"Population, ages 3-5, female",Denmark,1,1
16546,"Population, ages 3-5, female",Finland,1,1
16547,"Population, ages 3-5, female",France,1,1
16548,"Population, ages 3-5, female",Germany,1,1
16549,"Population, ages 3-5, female",Greece,1,1
16550,"Population, ages 3-5, female",Hungary,1,1
16551,"Population, ages 3-5, female",Ireland,1,1
16552,"Population, ages 3-5, female",Italy,1,1
16553,"Population, ages 3-5, female",Netherlands,1,1
16554,"Population, ages 3-5, female",Norway,1,1
16555,"Population, ages 3-5, female",Portugal,1,1
16556,"Population, ages 3-5, female",Spain,1,1
16557,"Population, ages 3-5, female",Sweden,1,1
16558,"Population, ages 3-5, female",Switzerland,1,1
16559,"Population, ages 3-5, female",United Kingdom,1,1
16560,"Population, ages 3-5, male",Austria,1,1
16561,"Population, ages 3-5, male",Belgium,1,1
16562,"Population, ages 3-5, male",Bulgaria,1,1
16563,"Population, ages 3-5, male",Denmark,1,1
16564,"Population, ages 3-5, male",Finland,1,1
16565,"Population, ages 3-5, male",France,1,1
16566,"Population, ages 3-5, male",Germany,1,1
16567,"Population, ages 3-5, male",Greece,1,1
16568,"Population, ages 3-5, male",Hungary,1,1
16569,"Population, ages 3-5, male",Ireland,1,1
16570,"Population, ages 3-5, male",Italy,1,1
16571,"Population, ages 3-5, male",Netherlands,1,1
16572,"Population, ages 3-5, male",Norway,1,1
16573,"Population, ages 3-5, male",Portugal,1,1
16574,"Population, ages 3-5, male",Spain,1,1
16575,"Population, ages 3-5, male",Sweden,1,1
16576,"Population, ages 3-5, male",Switzerland,1,1
16577,"Population, ages 3-5, male",United Kingdom,1,1
16578,"Population, ages 3-5, total",Austria,1,1
16579,"Population, ages 3-5, total",Belgium,1,1
16580,"Population, ages 3-5, total",Bulgaria,1,1
16581,"Population, ages 3-5, total",Denmark,1,1
16582,"Population, ages 3-5, total",Finland,1,1
16583,"Population, ages 3-5, total",France,1,1
16584,"Population, ages 3-5, total",Germany,1,1
16585,"Population, ages 3-5, total",Greece,1,1
16586,"Population, ages 3-5, total",Hungary,1,1
16587,"Population, ages 3-5, total",Ireland,1,1
16588,"Population, ages 3-5, total",Italy,1,1
16589,"Population, ages 3-5, total",Netherlands,1,1
16590,"Population, ages 3-5, total",Norway,1,1
16591,"Population, ages 3-5, total",Portugal,1,1
16592,"Population, ages 3-5, total",Spain,1,1
16593,"Population, ages 3-5, total",Sweden,1,1
16594,"Population, ages 3-5, total",Switzerland,1,1
16595,"Population, ages 3-5, total",United Kingdom,1,1
16596,"Population, ages 4-6, female",Austria,1,1
16597,"Population, ages 4-6, female",Belgium,1,1
16598,"Population, ages 4-6, female",Bulgaria,1,1
16599,"Population, ages 4-6, female",Denmark,1,1
16600,"Population, ages 4-6, female",Finland,1,1
16601,"Population, ages 4-6, female",France,1,1
16602,"Population, ages 4-6, female",Germany,1,1
16603,"Population, ages 4-6, female",Greece,1,1
16604,"Population, ages 4-6, female",Hungary,1,1
16605,"Population, ages 4-6, female",Ireland,1,1
16606,"Population, ages 4-6, female",Italy,1,1
16607,"Population, ages 4-6, female",Netherlands,1,1
16608,"Population, ages 4-6, female",Norway,1,1
16609,"Population, ages 4-6, female",Portugal,1,1
16610,"Population, ages 4-6, female",Spain,1,1
16611,"Population, ages 4-6, female",Sweden,1,1
16612,"Population, ages 4-6, female",Switzerland,1,1
16613,"Population, ages 4-6, female",United Kingdom,1,1
16614,"Population, ages 4-6, male",Austria,1,1
16615,"Population, ages 4-6, male",Belgium,1,1
16616,"Population, ages 4-6, male",Bulgaria,1,1
16617,"Population, ages 4-6, male",Denmark,1,1
16618,"Population, ages 4-6, male",Finland,1,1
16619,"Population, ages 4-6, male",France,1,1
16620,"Population, ages 4-6, male",Germany,1,1
16621,"Population, ages 4-6, male",Greece,1,1
16622,"Population, ages 4-6, male",Hungary,1,1
16623,"Population, ages 4-6, male",Ireland,1,1
16624,"Population, ages 4-6, male",Italy,1,1
16625,"Population, ages 4-6, male",Netherlands,1,1
16626,"Population, ages 4-6, male",Norway,1,1
16627,"Population, ages 4-6, male",Portugal,1,1
16628,"Population, ages 4-6, male",Spain,1,1
16629,"Population, ages 4-6, male",Sweden,1,1
16630,"Population, ages 4-6, male",Switzerland,1,1
16631,"Population, ages 4-6, male",United Kingdom,1,1
16632,"Population, ages 4-6, total",Austria,1,1
16633,"Population, ages 4-6, total",Belgium,1,1
16634,"Population, ages 4-6, total",Bulgaria,1,1
16635,"Population, ages 4-6, total",Denmark,1,1
16636,"Population, ages 4-6, total",Finland,1,1
16637,"Population, ages 4-6, total",France,1,1
16638,"Population, ages 4-6, total",Germany,1,1
16639,"Population, ages 4-6, total",Greece,1,1
16640,"Population, ages 4-6, total",Hungary,1,1
16641,"Population, ages 4-6, total",Ireland,1,1
16642,"Population, ages 4-6, total",Italy,1,1
16643,"Population, ages 4-6, total",Netherlands,1,1
16644,"Population, ages 4-6, total",Norway,1,1
16645,"Population, ages 4-6, total",Portugal,1,1
16646,"Population, ages 4-6, total",Spain,1,1
16647,"Population, ages 4-6, total",Sweden,1,1
16648,"Population, ages 4-6, total",Switzerland,1,1
16649,"Population, ages 4-6, total",United Kingdom,1,1
16650,"Population, ages 5-10, female",Austria,1,1
16651,"Population, ages 5-10, female",Belgium,1,1
16652,"Population, ages 5-10, female",Bulgaria,1,1
16653,"Population, ages 5-10, female",Denmark,1,1
16654,"Population, ages 5-10, female",Finland,1,1
16655,"Population, ages 5-10, female",France,1,1
16656,"Population, ages 5-10, female",Germany,1,1
16657,"Population, ages 5-10, female",Greece,1,1
16658,"Population, ages 5-10, female",Hungary,1,1
16659,"Population, ages 5-10, female",Ireland,1,1
16660,"Population, ages 5-10, female",Italy,1,1
16661,"Population, ages 5-10, female",Netherlands,1,1
16662,"Population, ages 5-10, female",Norway,1,1
16663,"Population, ages 5-10, female",Portugal,1,1
16664,"Population, ages 5-10, female",Spain,1,1
16665,"Population, ages 5-10, female",Sweden,1,1
16666,"Population, ages 5-10, female",Switzerland,1,1
16667,"Population, ages 5-10, female",United Kingdom,1,1
16668,"Population, ages 5-10, male",Austria,1,1
16669,"Population, ages 5-10, male",Belgium,1,1
16670,"Population, ages 5-10, male",Bulgaria,1,1
16671,"Population, ages 5-10, male",Denmark,1,1
16672,"Population, ages 5-10, male",Finland,1,1
16673,"Population, ages 5-10, male",France,1,1
16674,"Population, ages 5-10, male",Germany,1,1
16675,"Population, ages 5-10, male",Greece,1,1
16676,"Population, ages 5-10, male",Hungary,1,1
16677,"Population, ages 5-10, male",Ireland,1,1
16678,"Population, ages 5-10, male",Italy,1,1
16679,"Population, ages 5-10, male",Netherlands,1,1
16680,"Population, ages 5-10, male",Norway,1,1
16681,"Population, ages 5-10, male",Portugal,1,1
16682,"Population, ages 5-10, male",Spain,1,1
16683,"Population, ages 5-10, male",Sweden,1,1
16684,"Population, ages 5-10, male",Switzerland,1,1
16685,"Population, ages 5-10, male",United Kingdom,1,1
16686,"Population, ages 5-10, total",Austria,1,1
16687,"Population, ages 5-10, total",Belgium,1,1
16688,"Population, ages 5-10, total",Bulgaria,1,1
16689,"Population, ages 5-10, total",Denmark,1,1
16690,"Population, ages 5-10, total",Finland,1,1
16691,"Population, ages 5-10, total",France,1,1
16692,"Population, ages 5-10, total",Germany,1,1
16693,"Population, ages 5-10, total",Greece,1,1
16694,"Population, ages 5-10, total",Hungary,1,1
16695,"Population, ages 5-10, total",Ireland,1,1
16696,"Population, ages 5-10, total",Italy,1,1
16697,"Population, ages 5-10, total",Netherlands,1,1
16698,"Population, ages 5-10, total",Norway,1,1
16699,"Population, ages 5-10, total",Portugal,1,1
16700,"Population, ages 5-10, total",Spain,1,1
16701,"Population, ages 5-10, total",Sweden,1,1
16702,"Population, ages 5-10, total",Switzerland,1,1
16703,"Population, ages 5-10, total",United Kingdom,1,1
16704,"Population, ages 5-11, female",Austria,1,1
16705,"Population, ages 5-11, female",Belgium,1,1
16706,"Population, ages 5-11, female",Bulgaria,1,1
16707,"Population, ages 5-11, female",Denmark,1,1
16708,"Population, ages 5-11, female",Finland,1,1
16709,"Population, ages 5-11, female",France,1,1
16710,"Population, ages 5-11, female",Germany,1,1
16711,"Population, ages 5-11, female",Greece,1,1
16712,"Population, ages 5-11, female",Hungary,1,1
16713,"Population, ages 5-11, female",Ireland,1,1
16714,"Population, ages 5-11, female",Italy,1,1
16715,"Population, ages 5-11, female",Netherlands,1,1
16716,"Population, ages 5-11, female",Norway,1,1
16717,"Population, ages 5-11, female",Portugal,1,1
16718,"Population, ages 5-11, female",Spain,1,1
16719,"Population, ages 5-11, female",Sweden,1,1
16720,"Population, ages 5-11, female",Switzerland,1,1
16721,"Population, ages 5-11, female",United Kingdom,1,1
16722,"Population, ages 5-11, male",Austria,1,1
16723,"Population, ages 5-11, male",Belgium,1,1
16724,"Population, ages 5-11, male",Bulgaria,1,1
16725,"Population, ages 5-11, male",Denmark,1,1
16726,"Population, ages 5-11, male",Finland,1,1
16727,"Population, ages 5-11, male",France,1,1
16728,"Population, ages 5-11, male",Germany,1,1
16729,"Population, ages 5-11, male",Greece,1,1
16730,"Population, ages 5-11, male",Hungary,1,1
16731,"Population, ages 5-11, male",Ireland,1,1
16732,"Population, ages 5-11, male",Italy,1,1
16733,"Population, ages 5-11, male",Netherlands,1,1
16734,"Population, ages 5-11, male",Norway,1,1
16735,"Population, ages 5-11, male",Portugal,1,1
16736,"Population, ages 5-11, male",Spain,1,1
16737,"Population, ages 5-11, male",Sweden,1,1
16738,"Population, ages 5-11, male",Switzerland,1,1
16739,"Population, ages 5-11, male",United Kingdom,1,1
16740,"Population, ages 5-11, total",Austria,1,1
16741,"Population, ages 5-11, total",Belgium,1,1
16742,"Population, ages 5-11, total",Bulgaria,1,1
16743,"Population, ages 5-11, total",Denmark,1,1
16744,"Population, ages 5-11, total",Finland,1,1
16745,"Population, ages 5-11, total",France,1,1
16746,"Population, ages 5-11, total",Germany,1,1
16747,"Population, ages 5-11, total",Greece,1,1
16748,"Population, ages 5-11, total",Hungary,1,1
16749,"Population, ages 5-11, total",Ireland,1,1
16750,"Population, ages 5-11, total",Italy,1,1
16751,"Population, ages 5-11, total",Netherlands,1,1
16752,"Population, ages 5-11, total",Norway,1,1
16753,"Population, ages 5-11, total",Portugal,1,1
16754,"Population, ages 5-11, total",Spain,1,1
16755,"Population, ages 5-11, total",Sweden,1,1
16756,"Population, ages 5-11, total",Switzerland,1,1
16757,"Population, ages 5-11, total",United Kingdom,1,1
16758,"Population, ages 5-9, female",Austria,1,1
16759,"Population, ages 5-9, female",Belgium,1,1
16760,"Population, ages 5-9, female",Bulgaria,1,1
16761,"Population, ages 5-9, female",Denmark,1,1
16762,"Population, ages 5-9, female",Finland,1,1
16763,"Population, ages 5-9, female",France,1,1
16764,"Population, ages 5-9, female",Germany,1,1
16765,"Population, ages 5-9, female",Greece,1,1
16766,"Population, ages 5-9, female",Hungary,1,1
16767,"Population, ages 5-9, female",Ireland,1,1
16768,"Population, ages 5-9, female",Italy,1,1
16769,"Population, ages 5-9, female",Netherlands,1,1
16770,"Population, ages 5-9, female",Norway,1,1
16771,"Population, ages 5-9, female",Portugal,1,1
16772,"Population, ages 5-9, female",Spain,1,1
16773,"Population, ages 5-9, female",Sweden,1,1
16774,"Population, ages 5-9, female",Switzerland,1,1
16775,"Population, ages 5-9, female",United Kingdom,1,1
16776,"Population, ages 5-9, male",Austria,1,1
16777,"Population, ages 5-9, male",Belgium,1,1
16778,"Population, ages 5-9, male",Bulgaria,1,1
16779,"Population, ages 5-9, male",Denmark,1,1
16780,"Population, ages 5-9, male",Finland,1,1
16781,"Population, ages 5-9, male",France,1,1
16782,"Population, ages 5-9, male",Germany,1,1
16783,"Population, ages 5-9, male",Greece,1,1
16784,"Population, ages 5-9, male",Hungary,1,1
16785,"Population, ages 5-9, male",Ireland,1,1
16786,"Population, ages 5-9, male",Italy,1,1
16787,"Population, ages 5-9, male",Netherlands,1,1
16788,"Population, ages 5-9, male",Norway,1,1
16789,"Population, ages 5-9, male",Portugal,1,1
16790,"Population, ages 5-9, male",Spain,1,1
16791,"Population, ages 5-9, male",Sweden,1,1
16792,"Population, ages 5-9, male",Switzerland,1,1
16793,"Population, ages 5-9, male",United Kingdom,1,1
16794,"Population, ages 5-9, total",Austria,1,1
16795,"Population, ages 5-9, total",Belgium,1,1
16796,"Population, ages 5-9, total",Bulgaria,1,1
16797,"Population, ages 5-9, total",Denmark,1,1
16798,"Population, ages 5-9, total",Finland,1,1
16799,"Population, ages 5-9, total",France,1,1
16800,"Population, ages 5-9, total",Germany,1,1
16801,"Population, ages 5-9, total",Greece,1,1
16802,"Population, ages 5-9, total",Hungary,1,1
16803,"Population, ages 5-9, total",Ireland,1,1
16804,"Population, ages 5-9, total",Italy,1,1
16805,"Population, ages 5-9, total",Netherlands,1,1
16806,"Population, ages 5-9, total",Norway,1,1
16807,"Population, ages 5-9, total",Portugal,1,1
16808,"Population, ages 5-9, total",Spain,1,1
16809,"Population, ages 5-9, total",Sweden,1,1
16810,"Population, ages 5-9, total",Switzerland,1,1
16811,"Population, ages 5-9, total",United Kingdom,1,1
16812,"Population, ages 6-10, female",Austria,1,1
16813,"Population, ages 6-10, female",Belgium,1,1
16814,"Population, ages 6-10, female",Bulgaria,1,1
16815,"Population, ages 6-10, female",Denmark,1,1
16816,"Population, ages 6-10, female",Finland,1,1
16817,"Population, ages 6-10, female",France,1,1
16818,"Population, ages 6-10, female",Germany,1,1
16819,"Population, ages 6-10, female",Greece,1,1
16820,"Population, ages 6-10, female",Hungary,1,1
16821,"Population, ages 6-10, female",Ireland,1,1
16822,"Population, ages 6-10, female",Italy,1,1
16823,"Population, ages 6-10, female",Netherlands,1,1
16824,"Population, ages 6-10, female",Norway,1,1
16825,"Population, ages 6-10, female",Portugal,1,1
16826,"Population, ages 6-10, female",Spain,1,1
16827,"Population, ages 6-10, female",Sweden,1,1
16828,"Population, ages 6-10, female",Switzerland,1,1
16829,"Population, ages 6-10, female",United Kingdom,1,1
16830,"Population, ages 6-10, male",Austria,1,1
16831,"Population, ages 6-10, male",Belgium,1,1
16832,"Population, ages 6-10, male",Bulgaria,1,1
16833,"Population, ages 6-10, male",Denmark,1,1
16834,"Population, ages 6-10, male",Finland,1,1
16835,"Population, ages 6-10, male",France,1,1
16836,"Population, ages 6-10, male",Germany,1,1
16837,"Population, ages 6-10, male",Greece,1,1
16838,"Population, ages 6-10, male",Hungary,1,1
16839,"Population, ages 6-10, male",Ireland,1,1
16840,"Population, ages 6-10, male",Italy,1,1
16841,"Population, ages 6-10, male",Netherlands,1,1
16842,"Population, ages 6-10, male",Norway,1,1
16843,"Population, ages 6-10, male",Portugal,1,1
16844,"Population, ages 6-10, male",Spain,1,1
16845,"Population, ages 6-10, male",Sweden,1,1
16846,"Population, ages 6-10, male",Switzerland,1,1
16847,"Population, ages 6-10, male",United Kingdom,1,1
16848,"Population, ages 6-10, total",Austria,1,1
16849,"Population, ages 6-10, total",Belgium,1,1
16850,"Population, ages 6-10, total",Bulgaria,1,1
16851,"Population, ages 6-10, total",Denmark,1,1
16852,"Population, ages 6-10, total",Finland,1,1
16853,"Population, ages 6-10, total",France,1,1
16854,"Population, ages 6-10, total",Germany,1,1
16855,"Population, ages 6-10, total",Greece,1,1
16856,"Population, ages 6-10, total",Hungary,1,1
16857,"Population, ages 6-10, total",Ireland,1,1
16858,"Population, ages 6-10, total",Italy,1,1
16859,"Population, ages 6-10, total",Netherlands,1,1
16860,"Population, ages 6-10, total",Norway,1,1
16861,"Population, ages 6-10, total",Portugal,1,1
16862,"Population, ages 6-10, total",Spain,1,1
16863,"Population, ages 6-10, total",Sweden,1,1
16864,"Population, ages 6-10, total",Switzerland,1,1
16865,"Population, ages 6-10, total",United Kingdom,1,1
16866,"Population, ages 6-11, female",Austria,1,1
16867,"Population, ages 6-11, female",Belgium,1,1
16868,"Population, ages 6-11, female",Bulgaria,1,1
16869,"Population, ages 6-11, female",Denmark,1,1
16870,"Population, ages 6-11, female",Finland,1,1
16871,"Population, ages 6-11, female",France,1,1
16872,"Population, ages 6-11, female",Germany,1,1
16873,"Population, ages 6-11, female",Greece,1,1
16874,"Population, ages 6-11, female",Hungary,1,1
16875,"Population, ages 6-11, female",Ireland,1,1
16876,"Population, ages 6-11, female",Italy,1,1
16877,"Population, ages 6-11, female",Netherlands,1,1
16878,"Population, ages 6-11, female",Norway,1,1
16879,"Population, ages 6-11, female",Portugal,1,1
16880,"Population, ages 6-11, female",Spain,1,1
16881,"Population, ages 6-11, female",Sweden,1,1
16882,"Population, ages 6-11, female",Switzerland,1,1
16883,"Population, ages 6-11, female",United Kingdom,1,1
16884,"Population, ages 6-11, male",Austria,1,1
16885,"Population, ages 6-11, male",Belgium,1,1
16886,"Population, ages 6-11, male",Bulgaria,1,1
16887,"Population, ages 6-11, male",Denmark,1,1
16888,"Population, ages 6-11, male",Finland,1,1
16889,"Population, ages 6-11, male",France,1,1
16890,"Population, ages 6-11, male",Germany,1,1
16891,"Population, ages 6-11, male",Greece,1,1
16892,"Population, ages 6-11, male",Hungary,1,1
16893,"Population, ages 6-11, male",Ireland,1,1
16894,"Population, ages 6-11, male",Italy,1,1
16895,"Population, ages 6-11, male",Netherlands,1,1
16896,"Population, ages 6-11, male",Norway,1,1
16897,"Population, ages 6-11, male",Portugal,1,1
16898,"Population, ages 6-11, male",Spain,1,1
16899,"Population, ages 6-11, male",Sweden,1,1
16900,"Population, ages 6-11, male",Switzerland,1,1
16901,"Population, ages 6-11, male",United Kingdom,1,1
16902,"Population, ages 6-11, total",Austria,1,1
16903,"Population, ages 6-11, total",Belgium,1,1
16904,"Population, ages 6-11, total",Bulgaria,1,1
16905,"Population, ages 6-11, total",Denmark,1,1
16906,"Population, ages 6-11, total",Finland,1,1
16907,"Population, ages 6-11, total",France,1,1
16908,"Population, ages 6-11, total",Germany,1,1
16909,"Population, ages 6-11, total",Greece,1,1
16910,"Population, ages 6-11, total",Hungary,1,1
16911,"Population, ages 6-11, total",Ireland,1,1
16912,"Population, ages 6-11, total",Italy,1,1
16913,"Population, ages 6-11, total",Netherlands,1,1
16914,"Population, ages 6-11, total",Norway,1,1
16915,"Population, ages 6-11, total",Portugal,1,1
16916,"Population, ages 6-11, total",Spain,1,1
16917,"Population, ages 6-11, total",Sweden,1,1
16918,"Population, ages 6-11, total",Switzerland,1,1
16919,"Population, ages 6-11, total",United Kingdom,1,1
16920,"Population, ages 6-12, female",Austria,1,1
16921,"Population, ages 6-12, female",Belgium,1,1
16922,"Population, ages 6-12, female",Bulgaria,1,1
16923,"Population, ages 6-12, female",Denmark,1,1
16924,"Population, ages 6-12, female",Finland,1,1
16925,"Population, ages 6-12, female",France,1,1
16926,"Population, ages 6-12, female",Germany,1,1
16927,"Population, ages 6-12, female",Greece,1,1
16928,"Population, ages 6-12, female",Hungary,1,1
16929,"Population, ages 6-12, female",Ireland,1,1
16930,"Population, ages 6-12, female",Italy,1,1
16931,"Population, ages 6-12, female",Netherlands,1,1
16932,"Population, ages 6-12, female",Norway,1,1
16933,"Population, ages 6-12, female",Portugal,1,1
16934,"Population, ages 6-12, female",Spain,1,1
16935,"Population, ages 6-12, female",Sweden,1,1
16936,"Population, ages 6-12, female",Switzerland,1,1
16937,"Population, ages 6-12, female",United Kingdom,1,1
16938,"Population, ages 6-12, male",Austria,1,1
16939,"Population, ages 6-12, male",Belgium,1,1
16940,"Population, ages 6-12, male",Bulgaria,1,1
16941,"Population, ages 6-12, male",Denmark,1,1
16942,"Population, ages 6-12, male",Finland,1,1
16943,"Population, ages 6-12, male",France,1,1
16944,"Population, ages 6-12, male",Germany,1,1
16945,"Population, ages 6-12, male",Greece,1,1
16946,"Population, ages 6-12, male",Hungary,1,1
16947,"Population, ages 6-12, male",Ireland,1,1
16948,"Population, ages 6-12, male",Italy,1,1
16949,"Population, ages 6-12, male",Netherlands,1,1
16950,"Population, ages 6-12, male",Norway,1,1
16951,"Population, ages 6-12, male",Portugal,1,1
16952,"Population, ages 6-12, male",Spain,1,1
16953,"Population, ages 6-12, male",Sweden,1,1
16954,"Population, ages 6-12, male",Switzerland,1,1
16955,"Population, ages 6-12, male",United Kingdom,1,1
16956,"Population, ages 6-12, total",Austria,1,1
16957,"Population, ages 6-12, total",Belgium,1,1
16958,"Population, ages 6-12, total",Bulgaria,1,1
16959,"Population, ages 6-12, total",Denmark,1,1
16960,"Population, ages 6-12, total",Finland,1,1
16961,"Population, ages 6-12, total",France,1,1
16962,"Population, ages 6-12, total",Germany,1,1
16963,"Population, ages 6-12, total",Greece,1,1
16964,"Population, ages 6-12, total",Hungary,1,1
16965,"Population, ages 6-12, total",Ireland,1,1
16966,"Population, ages 6-12, total",Italy,1,1
16967,"Population, ages 6-12, total",Netherlands,1,1
16968,"Population, ages 6-12, total",Norway,1,1
16969,"Population, ages 6-12, total",Portugal,1,1
16970,"Population, ages 6-12, total",Spain,1,1
16971,"Population, ages 6-12, total",Sweden,1,1
16972,"Population, ages 6-12, total",Switzerland,1,1
16973,"Population, ages 6-12, total",United Kingdom,1,1
16974,"Population, ages 6-9, female",Austria,1,1
16975,"Population, ages 6-9, female",Belgium,1,1
16976,"Population, ages 6-9, female",Bulgaria,1,1
16977,"Population, ages 6-9, female",Denmark,1,1
16978,"Population, ages 6-9, female",Finland,1,1
16979,"Population, ages 6-9, female",France,1,1
16980,"Population, ages 6-9, female",Germany,1,1
16981,"Population, ages 6-9, female",Greece,1,1
16982,"Population, ages 6-9, female",Hungary,1,1
16983,"Population, ages 6-9, female",Ireland,1,1
16984,"Population, ages 6-9, female",Italy,1,1
16985,"Population, ages 6-9, female",Netherlands,1,1
16986,"Population, ages 6-9, female",Norway,1,1
16987,"Population, ages 6-9, female",Portugal,1,1
16988,"Population, ages 6-9, female",Spain,1,1
16989,"Population, ages 6-9, female",Sweden,1,1
16990,"Population, ages 6-9, female",Switzerland,1,1
16991,"Population, ages 6-9, female",United Kingdom,1,1
16992,"Population, ages 6-9, male",Austria,1,1
16993,"Population, ages 6-9, male",Belgium,1,1
16994,"Population, ages 6-9, male",Bulgaria,1,1
16995,"Population, ages 6-9, male",Denmark,1,1
16996,"Population, ages 6-9, male",Finland,1,1
16997,"Population, ages 6-9, male",France,1,1
16998,"Population, ages 6-9, male",Germany,1,1
16999,"Population, ages 6-9, male",Greece,1,1
17000,"Population, ages 6-9, male",Hungary,1,1
17001,"Population, ages 6-9, male",Ireland,1,1
17002,"Population, ages 6-9, male",Italy,1,1
17003,"Population, ages 6-9, male",Netherlands,1,1
17004,"Population, ages 6-9, male",Norway,1,1
17005,"Population, ages 6-9, male",Portugal,1,1
17006,"Population, ages 6-9, male",Spain,1,1
17007,"Population, ages 6-9, male",Sweden,1,1
17008,"Population, ages 6-9, male",Switzerland,1,1
17009,"Population, ages 6-9, male",United Kingdom,1,1
17010,"Population, ages 6-9, total",Austria,1,1
17011,"Population, ages 6-9, total",Belgium,1,1
17012,"Population, ages 6-9, total",Bulgaria,1,1
17013,"Population, ages 6-9, total",Denmark,1,1
17014,"Population, ages 6-9, total",Finland,1,1
17015,"Population, ages 6-9, total",France,1,1
17016,"Population, ages 6-9, total",Germany,1,1
17017,"Population, ages 6-9, total",Greece,1,1
17018,"Population, ages 6-9, total",Hungary,1,1
17019,"Population, ages 6-9, total",Ireland,1,1
17020,"Population, ages 6-9, total",Italy,1,1
17021,"Population, ages 6-9, total",Netherlands,1,1
17022,"Population, ages 6-9, total",Norway,1,1
17023,"Population, ages 6-9, total",Portugal,1,1
17024,"Population, ages 6-9, total",Spain,1,1
17025,"Population, ages 6-9, total",Sweden,1,1
17026,"Population, ages 6-9, total",Switzerland,1,1
17027,"Population, ages 6-9, total",United Kingdom,1,1
17028,"Population, ages 7-10, female",Austria,1,1
17029,"Population, ages 7-10, female",Belgium,1,1
17030,"Population, ages 7-10, female",Bulgaria,1,1
17031,"Population, ages 7-10, female",Denmark,1,1
17032,"Population, ages 7-10, female",Finland,1,1
17033,"Population, ages 7-10, female",France,1,1
17034,"Population, ages 7-10, female",Germany,1,1
17035,"Population, ages 7-10, female",Greece,1,1
17036,"Population, ages 7-10, female",Hungary,1,1
17037,"Population, ages 7-10, female",Ireland,1,1
17038,"Population, ages 7-10, female",Italy,1,1
