indicator_name,indicator_code
"Percentage of male graduates from tertiary education graduating from Services programmes, male (%)",UIS.FOSGP.56.F800.M
"Percentage of male graduates from tertiary education graduating from Social Sciences, Business and Law programmes, male (%)",UIS.FOSGP.56.F300.M
"Percentage of male students in lower secondary education enrolled in general programmes, male (%)",UIS.GTVP.2.GPV.M
"Percentage of male students in secondary education enrolled in general programmes, male (%)",UIS.GTVP.23.GPV.M
"Percentage of male students in secondary education enrolled in vocational programmes, male (%)",SE.SEC.ENRL.MA.VO.ZS
"Percentage of male students in tertiary education enrolled in Agriculture programmes, male (%)",UIS.FOSEP.56.F600.M
"Percentage of male students in tertiary education enrolled in Education programmes, male (%)",UIS.FOSEP.56.F140.M
"Percentage of male students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, male (%)",UIS.FOSEP.56.F500.M
"Percentage of male students in tertiary education enrolled in Health and Welfare programmes, male (%)",UIS.FOSEP.56.F700.M
"Percentage of male students in tertiary education enrolled in Humanities and Arts programmes, male (%)",UIS.FOSEP.56.F200.M
Percentage of male students in tertiary education enrolled in ISCED 5,UIS.TEP.5.B.M
Percentage of male students in tertiary education enrolled in ISCED 8,UIS.TEP.8.M
"Percentage of male students in tertiary education enrolled in programmes in unspecified fields, male (%)",UIS.FOSEP.56.FUK.M
"Percentage of male students in tertiary education enrolled in Science programmes, male (%)",UIS.FOSEP.56.F400.M
"Percentage of male students in tertiary education enrolled in Services programmes, male (%)",UIS.FOSEP.56.F800.M
"Percentage of male students in tertiary education enrolled in Social Sciences, Business and Law programmes, male (%)",UIS.FOSEP.56.F300.M
"Percentage of male students in upper secondary education enrolled in general programmes, male (%)",UIS.GTVP.3.GPV.M
"Percentage of male students in upper secondary education enrolled in vocational programmes, male (%)",UIS.GTVP.3.V.M
Percentage of students enrolled in Agriculture programmes in tertiary education who are female (%),UIS.FEP.56.F600
Percentage of students enrolled in Education programmes in tertiary education who are female (%),UIS.FEP.56.F140
"Percentage of students enrolled in Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)",UIS.FEP.56.F500
Percentage of students enrolled in Health and Welfare programmes in tertiary education who are female (%),UIS.FEP.56.F700
Percentage of students enrolled in Humanities and Arts programmes in tertiary education who are female (%),UIS.FEP.56.F200
Percentage of students enrolled in programmes in unspecified fields in tertiary education who are female (%),UIS.FEP.56.FUK
Percentage of students enrolled in Science programmes in tertiary education who are female (%),UIS.FEP.56.F400
Percentage of students enrolled in Services programmes in tertiary education who are female (%),UIS.FEP.56.F800
"Percentage of students enrolled in Social Sciences, Business and Law programmes in tertiary education who are female (%)",UIS.FEP.56.F300
Percentage of students in early childhood education who are female (%),UIS.FEP.0
"Percentage of students in lower secondary education enrolled in general programmes, both sexes (%)",UIS.GTVP.2.GPV
Percentage of students in lower secondary education who are female (%),UIS.FEP.2
Percentage of students in lower secondary general education who are female (%),UIS.FEP.2.GPV
Percentage of students in post-secondary non-tertiary education who are female (%),UIS.FEP.4
Percentage of students in pre-primary education who are female (%),SE.PRE.ENRL.FE.ZS
Percentage of students in primary education who are female (%),SE.PRM.ENRL.FE.ZS
"Percentage of students in secondary education enrolled in general programmes, both sexes (%)",UIS.GTVP.23.GPV
"Percentage of students in secondary education enrolled in vocational programmes, both sexes (%)",SE.SEC.ENRL.VO.ZS
Percentage of students in secondary education who are female (%),SE.SEC.ENRL.FE.ZS
Percentage of students in secondary general education who are female (%),SE.SEC.ENRL.GC.FE.ZS
Percentage of students in secondary vocational education who are female (%),SE.SEC.ENRL.VO.FE.ZS
"Percentage of students in tertiary education enrolled in Agriculture programmes, both sexes (%)",UIS.FOSEP.56.F600
"Percentage of students in tertiary education enrolled in Education programmes, both sexes (%)",UIS.FOSEP.56.F140
"Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, both sexes (%)",UIS.FOSEP.56.F500
"Percentage of students in tertiary education enrolled in Health and Welfare programmes, both sexes (%)",UIS.FOSEP.56.F700
"Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes (%)",UIS.FOSEP.56.F200
"Percentage of students in tertiary education enrolled in programmes in unspecified fields, both sexes (%)",UIS.FOSEP.56.FUK
"Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)",UIS.FOSEP.56.F400
"Percentage of students in tertiary education enrolled in Services programmes, both sexes (%)",UIS.FOSEP.56.F800
"Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programmes, both sexes (%)",UIS.FOSEP.56.F300
Percentage of students in tertiary education who are female (%),SE.TER.ENRL.FE.ZS
Percentage of students in tertiary ISCED 5 programmes who are female (%),UIS.FEP.5.B
Percentage of students in tertiary ISCED 8 programmes who are female (%),UIS.FEP.8
"Percentage of students in upper secondary education enrolled in general programmes, both sexes (%)",UIS.GTVP.3.GPV
"Percentage of students in upper secondary education enrolled in vocational programmes, both sexes (%)",UIS.GTVP.3.V
Percentage of students in upper secondary education who are female (%),UIS.FEP.3
Percentage of students in upper secondary general education who are female (%),UIS.FEP.3.GPV
Percentage of students in upper secondary vocational education who are female (%),UIS.FEP.3.V
Percentage of teachers in primary education who are female (%),SE.PRM.TCHR.FE.ZS
Percentage of teachers in tertiary education who are female (%),SE.TER.TCHR.FE.ZS
Personal computers (per 100 people),IT.CMP.PCMP.P2
PISA: 15-year-olds by mathematics proficiency level (%). Below Level 1,LO.PISA.MAT.0
PISA: 15-year-olds by mathematics proficiency level (%). Level 1,LO.PISA.MAT.1
PISA: 15-year-olds by mathematics proficiency level (%). Level 2,LO.PISA.MAT.2
PISA: 15-year-olds by mathematics proficiency level (%). Level 3,LO.PISA.MAT.3
PISA: 15-year-olds by mathematics proficiency level (%). Level 4,LO.PISA.MAT.4
PISA: 15-year-olds by mathematics proficiency level (%). Level 5,LO.PISA.MAT.5
PISA: 15-year-olds by mathematics proficiency level (%). Level 6,LO.PISA.MAT.6
PISA: 15-year-olds by reading proficiency level (%). Below Level 1B,LO.PISA.REA.0
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2
PISA: 15-year-olds by reading proficiency level (%). Level 3,LO.PISA.REA.3
PISA: 15-year-olds by reading proficiency level (%). Level 4,LO.PISA.REA.4
PISA: 15-year-olds by reading proficiency level (%). Level 5,LO.PISA.REA.5
PISA: 15-year-olds by reading proficiency level (%). Level 6,LO.PISA.REA.6
PISA: 15-year-olds by science proficiency level (%). Below Level 1B,LO.PISA.SCI.0
PISA: 15-year-olds by science proficiency level (%). Level 1A,LO.PISA.SCI.1A
PISA: 15-year-olds by science proficiency level (%). Level 1B,LO.PISA.SCI.1B
PISA: 15-year-olds by science proficiency level (%). Level 2,LO.PISA.SCI.2
PISA: 15-year-olds by science proficiency level (%). Level 3,LO.PISA.SCI.3
PISA: 15-year-olds by science proficiency level (%). Level 4,LO.PISA.SCI.4
PISA: 15-year-olds by science proficiency level (%). Level 5,LO.PISA.SCI.5
PISA: 15-year-olds by science proficiency level (%). Level 6,LO.PISA.SCI.6
PISA: Distribution of Mathematics Scores: 10th Percentile Score,LO.PISA.MAT.P10
PISA: Distribution of Mathematics Scores: 25th Percentile Score,LO.PISA.MAT.P25
PISA: Distribution of Mathematics Scores: 50th Percentile Score,LO.PISA.MAT.P50
PISA: Distribution of Mathematics Scores: 5th Percentile Score,LO.PISA.MAT.P05
PISA: Distribution of Mathematics Scores: 75th Percentile Score,LO.PISA.MAT.P75
PISA: Distribution of Mathematics Scores: 90th Percentile Score,LO.PISA.MAT.P90
PISA: Distribution of Mathematics Scores: 95th Percentile Score,LO.PISA.MAT.P95
PISA: Distribution of Reading Scores: 10th Percentile Score,LO.PISA.REA.P10
PISA: Distribution of Reading Scores: 25th Percentile Score,LO.PISA.REA.P25
PISA: Distribution of Reading Scores: 50th Percentile Score,LO.PISA.REA.P50
PISA: Distribution of Reading Scores: 5th Percentile Score,LO.PISA.REA.P05
PISA: Distribution of Reading Scores: 75th Percentile Score,LO.PISA.REA.P75
PISA: Distribution of Reading Scores: 90th Percentile Score,LO.PISA.REA.P90
PISA: Distribution of Reading Scores: 95th Percentile Score,LO.PISA.REA.P95
PISA: Distribution of Science Scores: 10th Percentile Score,LO.PISA.SCI.P10
PISA: Distribution of Science Scores: 25th Percentile Score,LO.PISA.SCI.P25
PISA: Distribution of Science Scores: 50th Percentile Score,LO.PISA.SCI.P50
PISA: Distribution of Science Scores: 5th Percentile Score,LO.PISA.SCI.P05
PISA: Distribution of Science Scores: 75th Percentile Score,LO.PISA.SCI.P75
PISA: Distribution of Science Scores: 90th Percentile Score,LO.PISA.SCI.P90
PISA: Distribution of Science Scores: 95th Percentile Score,LO.PISA.SCI.P95
PISA: Female 15-year-olds by mathematics proficiency level (%). Below Level 1,LO.PISA.MAT.0.FE
PISA: Female 15-year-olds by mathematics proficiency level (%). Level 1,LO.PISA.MAT.1.FE
PISA: Female 15-year-olds by mathematics proficiency level (%). Level 2,LO.PISA.MAT.2.FE
PISA: Female 15-year-olds by mathematics proficiency level (%). Level 3,LO.PISA.MAT.3.FE
PISA: Female 15-year-olds by mathematics proficiency level (%). Level 4,LO.PISA.MAT.4.FE
PISA: Female 15-year-olds by mathematics proficiency level (%). Level 5,LO.PISA.MAT.5.FE
PISA: Female 15-year-olds by mathematics proficiency level (%). Level 6,LO.PISA.MAT.6.FE
PISA: Female 15-year-olds by reading proficiency level (%). Below Level 1B,LO.PISA.REA.0.FE
PISA: Female 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A.FE
PISA: Female 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B.FE
PISA: Female 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2.FE
PISA: Female 15-year-olds by reading proficiency level (%). Level 3,LO.PISA.REA.3.FE
PISA: Female 15-year-olds by reading proficiency level (%). Level 4,LO.PISA.REA.4.FE
PISA: Female 15-year-olds by reading proficiency level (%). Level 5,LO.PISA.REA.5.FE
PISA: Female 15-year-olds by reading proficiency level (%). Level 6,LO.PISA.REA.6.FE
PISA: Female 15-year-olds by science proficiency level (%). Below Level 1B,LO.PISA.SCI.0.FE
PISA: Female 15-year-olds by science proficiency level (%). Level 1A,LO.PISA.SCI.1A.FE
PISA: Female 15-year-olds by science proficiency level (%). Level 1B,LO.PISA.SCI.1B.FE
PISA: Female 15-year-olds by science proficiency level (%). Level 2,LO.PISA.SCI.2.FE
PISA: Female 15-year-olds by science proficiency level (%). Level 3,LO.PISA.SCI.3.FE
PISA: Female 15-year-olds by science proficiency level (%). Level 4,LO.PISA.SCI.4.FE
PISA: Female 15-year-olds by science proficiency level (%). Level 5,LO.PISA.SCI.5.FE
PISA: Female 15-year-olds by science proficiency level (%). Level 6,LO.PISA.SCI.6.FE
PISA: Male 15-year-olds by mathematics proficiency level (%). Below Level 1,LO.PISA.MAT.0.MA
PISA: Male 15-year-olds by mathematics proficiency level (%). Level 1,LO.PISA.MAT.1.MA
PISA: Male 15-year-olds by mathematics proficiency level (%). Level 2,LO.PISA.MAT.2.MA
PISA: Male 15-year-olds by mathematics proficiency level (%). Level 3,LO.PISA.MAT.3.MA
PISA: Male 15-year-olds by mathematics proficiency level (%). Level 4,LO.PISA.MAT.4.MA
PISA: Male 15-year-olds by mathematics proficiency level (%). Level 5,LO.PISA.MAT.5.MA
PISA: Male 15-year-olds by mathematics proficiency level (%). Level 6,LO.PISA.MAT.6.MA
PISA: Male 15-year-olds by reading proficiency level (%). Below Level 1B,LO.PISA.REA.0.MA
PISA: Male 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A.MA
PISA: Male 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B.MA
PISA: Male 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2.MA
PISA: Male 15-year-olds by reading proficiency level (%). Level 3,LO.PISA.REA.3.MA
PISA: Male 15-year-olds by reading proficiency level (%). Level 4,LO.PISA.REA.4.MA
PISA: Male 15-year-olds by reading proficiency level (%). Level 5,LO.PISA.REA.5.MA
PISA: Male 15-year-olds by reading proficiency level (%). Level 6,LO.PISA.REA.6.MA
PISA: Male 15-year-olds by science proficiency level (%). Below Level 1B,LO.PISA.SCI.0.MA
PISA: Male 15-year-olds by science proficiency level (%). Level 1A,LO.PISA.SCI.1A.MA
PISA: Male 15-year-olds by science proficiency level (%). Level 1B,LO.PISA.SCI.1B.MA
PISA: Male 15-year-olds by science proficiency level (%). Level 2,LO.PISA.SCI.2.MA
PISA: Male 15-year-olds by science proficiency level (%). Level 3,LO.PISA.SCI.3.MA
PISA: Male 15-year-olds by science proficiency level (%). Level 4,LO.PISA.SCI.4.MA
PISA: Male 15-year-olds by science proficiency level (%). Level 5,LO.PISA.SCI.5.MA
PISA: Male 15-year-olds by science proficiency level (%). Level 6,LO.PISA.SCI.6.MA
PISA: Mean performance on the mathematics scale,LO.PISA.MAT
PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE
PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA
PISA: Mean performance on the reading scale,LO.PISA.REA
PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE
PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA
PISA: Mean performance on the science scale,LO.PISA.SCI
PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE
PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA
Population growth (annual %),SP.POP.GROW
"Population of compulsory school age, both sexes (number)",UIS.SAP.CE
"Population of compulsory school age, female (number)",UIS.SAP.CE.F
"Population of compulsory school age, male (number)",UIS.SAP.CE.M
"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN
"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN
"Population of the official age for lower secondary education, male (number)",SP.SEC.LTOT.MA.IN
"Population of the official age for post-secondary non-tertiary education, both sexes (number)",UIS.SAP.4
"Population of the official age for post-secondary non-tertiary education, female (number)",UIS.SAP.4.F
"Population of the official age for post-secondary non-tertiary education, male (number)",UIS.SAP.4.M
"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN
"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN
"Population of the official age for pre-primary education, male (number)",SP.PRE.TOTL.MA.IN
"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN
"Population of the official age for primary education, female (number)",SP.PRM.TOTL.FE.IN
"Population of the official age for primary education, male (number)",SP.PRM.TOTL.MA.IN
"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN
"Population of the official age for secondary education, female (number)",SP.SEC.TOTL.FE.IN
"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN
"Population of the official age for tertiary education, both sexes (number)",SP.TER.TOTL.IN
"Population of the official age for tertiary education, female (number)",SP.TER.TOTL.FE.IN
"Population of the official age for tertiary education, male (number)",SP.TER.TOTL.MA.IN
"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN
"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN
"Population of the official age for upper secondary education, male (number)",SP.SEC.UTOT.MA.IN
"Population of the official entrance age to primary education, both sexes (number)",UIS.SAP.1.G1
"Population of the official entrance age to primary education, female (number)",UIS.SAP.1.G1.F
"Population of the official entrance age to primary education, male (number)",UIS.SAP.1.G1.M
"Population of the official entrance age to secondary general education, both sexes (number)",UIS.SAP.23.GPV.G1
"Population of the official entrance age to secondary general education, female (number)",UIS.SAP.23.GPV.G1.F
"Population of the official entrance age to secondary general education, male (number)",UIS.SAP.23.GPV.G1.M
"Population, age 0, female",SP.POP.AG00.FE.UN
"Population, age 0, male",SP.POP.AG00.MA.UN
"Population, age 0, total",SP.POP.AG00.TO.UN
"Population, age 1, female",SP.POP.AG01.FE.UN
"Population, age 1, male",SP.POP.AG01.MA.UN
"Population, age 1, total",SP.POP.AG01.TO.UN
"Population, age 10, female",SP.POP.AG10.FE.UN
"Population, age 10, male",SP.POP.AG10.MA.UN
"Population, age 10, total",SP.POP.AG10.TO.UN
"Population, age 11, female",SP.POP.AG11.FE.UN
"Population, age 11, male",SP.POP.AG11.MA.UN
"Population, age 11, total",SP.POP.AG11.TO.UN
"Population, age 12, female",SP.POP.AG12.FE.UN
"Population, age 12, male",SP.POP.AG12.MA.UN
"Population, age 12, total",SP.POP.AG12.TO.UN
"Population, age 13, female",SP.POP.AG13.FE.UN
"Population, age 13, male",SP.POP.AG13.MA.UN
"Population, age 13, total",SP.POP.AG13.TO.UN
"Population, age 14, female",SP.POP.AG14.FE.UN
"Population, age 14, male",SP.POP.AG14.MA.UN
"Population, age 14, total",SP.POP.AG14.TO.UN
"Population, age 15, female",SP.POP.AG15.FE.UN
"Population, age 15, male",SP.POP.AG15.MA.UN
"Population, age 15, total",SP.POP.AG15.TO.UN
"Population, age 16, female",SP.POP.AG16.FE.UN
"Population, age 16, male",SP.POP.AG16.MA.UN
"Population, age 16, total",SP.POP.AG16.TO.UN
"Population, age 17, female",SP.POP.AG17.FE.UN
"Population, age 17, male",SP.POP.AG17.MA.UN
"Population, age 17, total",SP.POP.AG17.TO.UN
"Population, age 18, female",SP.POP.AG18.FE.UN
"Population, age 18, male",SP.POP.AG18.MA.UN
"Population, age 18, total",SP.POP.AG18.TO.UN
"Population, age 19, female",SP.POP.AG19.FE.UN
"Population, age 19, male",SP.POP.AG19.MA.UN
"Population, age 19, total",SP.POP.AG19.TO.UN
"Population, age 2, female",SP.POP.AG02.FE.UN
"Population, age 2, male",SP.POP.AG02.MA.UN
"Population, age 2, total",SP.POP.AG02.TO.UN
"Population, age 20, female",SP.POP.AG20.FE.UN
"Population, age 20, male",SP.POP.AG20.MA.UN
"Population, age 20, total",SP.POP.AG20.TO.UN
"Population, age 21, female",SP.POP.AG21.FE.UN
"Population, age 21, male",SP.POP.AG21.MA.UN
"Population, age 21, total",SP.POP.AG21.TO.UN
"Population, age 22, female",SP.POP.AG22.FE.UN
"Population, age 22, male",SP.POP.AG22.MA.UN
"Population, age 22, total",SP.POP.AG22.TO.UN
"Population, age 23, female",SP.POP.AG23.FE.UN
"Population, age 23, male",SP.POP.AG23.MA.UN
"Population, age 23, total",SP.POP.AG23.TO.UN
"Population, age 24, female",SP.POP.AG24.FE.UN
"Population, age 24, male",SP.POP.AG24.MA.UN
"Population, age 24, total",SP.POP.AG24.TO.UN
"Population, age 25, female",SP.POP.AG25.FE.UN
"Population, age 25, male",SP.POP.AG25.MA.UN
"Population, age 25, total",SP.POP.AG25.TO.UN
"Population, age 3, female",SP.POP.AG03.FE.UN
"Population, age 3, male",SP.POP.AG03.MA.UN
"Population, age 3, total",SP.POP.AG03.TO.UN
"Population, age 4, female",SP.POP.AG04.FE.UN
"Population, age 4, male",SP.POP.AG04.MA.UN
"Population, age 4, total",SP.POP.AG04.TO.UN
"Population, age 5, female",SP.POP.AG05.FE.UN
"Population, age 5, male",SP.POP.AG05.MA.UN
"Population, age 5, total",SP.POP.AG05.TO.UN
"Population, age 6, female",SP.POP.AG06.FE.UN
"Population, age 6, male",SP.POP.AG06.MA.UN
"Population, age 6, total",SP.POP.AG06.TO.UN
"Population, age 7, female",SP.POP.AG07.FE.UN
"Population, age 7, male",SP.POP.AG07.MA.UN
"Population, age 7, total",SP.POP.AG07.TO.UN
"Population, age 8, female",SP.POP.AG08.FE.UN
"Population, age 8, male",SP.POP.AG08.MA.UN
"Population, age 8, total",SP.POP.AG08.TO.UN
"Population, age 9, female",SP.POP.AG09.FE.UN
"Population, age 9, male",SP.POP.AG09.MA.UN
"Population, age 9, total",SP.POP.AG09.TO.UN
"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS
"Population, ages 0-14, female",SP.POP.0014.FE.IN
"Population, ages 0-14, male",SP.POP.0014.MA.IN
"Population, ages 0-14, total",SP.POP.0014.TO
"Population, ages 10-14, female",SP.POP.1014.FE.UN
"Population, ages 10-14, male",SP.POP.1014.MA.UN
"Population, ages 10-14, total",SP.POP.1014.TO.UN
"Population, ages 10-15, female",SP.POP.1015.FE.UN
"Population, ages 10-15, male",SP.POP.1015.MA.UN
"Population, ages 10-15, total",SP.POP.1015.TO.UN
"Population, ages 10-16, female",SP.POP.1016.FE.UN
"Population, ages 10-16, male",SP.POP.1016.MA.UN
"Population, ages 10-16, total",SP.POP.1016.TO.UN
"Population, ages 10-17, female",SP.POP.1017.FE.UN
"Population, ages 10-17, male",SP.POP.1017.MA.UN
"Population, ages 10-17, total",SP.POP.1017.TO.UN
"Population, ages 10-18, female",SP.POP.1018.FE.UN
"Population, ages 10-18, male",SP.POP.1018.MA.UN
"Population, ages 10-18, total",SP.POP.1018.TO.UN
"Population, ages 11-15, female",SP.POP.1115.FE.UN
"Population, ages 11-15, male",SP.POP.1115.MA.UN
"Population, ages 11-15, total",SP.POP.1115.TO.UN
"Population, ages 11-16, female",SP.POP.1116.FE.UN
"Population, ages 11-16, male",SP.POP.1116.MA.UN
"Population, ages 11-16, total",SP.POP.1116.TO.UN
"Population, ages 11-17, female",SP.POP.1117.FE.UN
"Population, ages 11-17, male",SP.POP.1117.MA.UN
"Population, ages 11-17, total",SP.POP.1117.TO.UN
"Population, ages 11-18, female",SP.POP.1118.FE.UN
"Population, ages 11-18, male",SP.POP.1118.MA.UN
"Population, ages 11-18, total",SP.POP.1118.TO.UN
"Population, ages 12-15, female",SP.POP.1215.FE.UN
"Population, ages 12-15, male",SP.POP.1215.MA.UN
"Population, ages 12-15, total",SP.POP.1215.TO.UN
"Population, ages 12-16, female",SP.POP.1216.FE.UN
"Population, ages 12-16, male",SP.POP.1216.MA.UN
"Population, ages 12-16, total",SP.POP.1216.TO.UN
"Population, ages 12-17, female",SP.POP.1217.FE.UN
"Population, ages 12-17, male",SP.POP.1217.MA.UN
"Population, ages 12-17, total",SP.POP.1217.TO.UN
"Population, ages 12-18, female",SP.POP.1218.FE.UN
"Population, ages 12-18, male",SP.POP.1218.MA.UN
"Population, ages 12-18, total",SP.POP.1218.TO.UN
"Population, ages 13-16, female",SP.POP.1316.FE.UN
"Population, ages 13-16, male",SP.POP.1316.MA.UN
"Population, ages 13-16, total",SP.POP.1316.TO.UN
"Population, ages 13-17, female",SP.POP.1317.FE.UN
"Population, ages 13-17, male",SP.POP.1317.MA.UN
"Population, ages 13-17, total",SP.POP.1317.TO.UN
"Population, ages 13-18, female",SP.POP.1318.FE.UN
"Population, ages 13-18, male",SP.POP.1318.MA.UN
"Population, ages 13-18, total",SP.POP.1318.TO.UN
"Population, ages 13-19, female",SP.POP.1319.FE.UN
"Population, ages 13-19, male",SP.POP.1319.MA.UN
"Population, ages 13-19, total",SP.POP.1319.TO.UN
"Population, ages 14-18, female",SP.POP.1418.FE.UN
"Population, ages 14-18, male",SP.POP.1418.MA.UN
"Population, ages 14-18, total",SP.POP.1418.TO.UN
"Population, ages 14-19, female",SP.POP.1419.FE.UN
"Population, ages 14-19, male",SP.POP.1419.MA.UN
"Population, ages 14-19, total",SP.POP.1419.TO.UN
"Population, ages 15-24, female",SP.POP.1524.FE.UN
"Population, ages 15-24, male",SP.POP.1524.MA.UN
"Population, ages 15-24, total",SP.POP.1524.TO.UN
"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS
"Population, ages 15-64, female",SP.POP.1564.FE.IN
"Population, ages 15-64, male",SP.POP.1564.MA.IN
"Population, ages 15-64, total",SP.POP.1564.TO
"Population, ages 3-5, female",SP.POP.0305.FE.UN
"Population, ages 3-5, male",SP.POP.0305.MA.UN
"Population, ages 3-5, total",SP.POP.0305.TO.UN
"Population, ages 4-6, female",SP.POP.0406.FE.UN
"Population, ages 4-6, male",SP.POP.0406.MA.UN
"Population, ages 4-6, total",SP.POP.0406.TO.UN
"Population, ages 5-10, female",SP.POP.0510.FE.UN
"Population, ages 5-10, male",SP.POP.0510.MA.UN
"Population, ages 5-10, total",SP.POP.0510.TO.UN
"Population, ages 5-11, female",SP.POP.0511.FE.UN
"Population, ages 5-11, male",SP.POP.0511.MA.UN
"Population, ages 5-11, total",SP.POP.0511.TO.UN
"Population, ages 5-9, female",SP.POP.0509.FE.UN
"Population, ages 5-9, male",SP.POP.0509.MA.UN
"Population, ages 5-9, total",SP.POP.0509.TO.UN
"Population, ages 6-10, female",SP.POP.0610.FE.UN
"Population, ages 6-10, male",SP.POP.0610.MA.UN
"Population, ages 6-10, total",SP.POP.0610.TO.UN
"Population, ages 6-11, female",SP.POP.0611.FE.UN
"Population, ages 6-11, male",SP.POP.0611.MA.UN
"Population, ages 6-11, total",SP.POP.0611.TO.UN
"Population, ages 6-12, female",SP.POP.0612.FE.UN
"Population, ages 6-12, male",SP.POP.0612.MA.UN
"Population, ages 6-12, total",SP.POP.0612.TO.UN
"Population, ages 6-9, female",SP.POP.0609.FE.UN
"Population, ages 6-9, male",SP.POP.0609.MA.UN
"Population, ages 6-9, total",SP.POP.0609.TO.UN
"Population, ages 7-10, female",SP.POP.0710.FE.UN
"Population, ages 7-10, male",SP.POP.0710.MA.UN
"Population, ages 7-10, total",SP.POP.0710.TO.UN
"Population, ages 7-11, female",SP.POP.0711.FE.UN
"Population, ages 7-11, male",SP.POP.0711.MA.UN
"Population, ages 7-11, total",SP.POP.0711.TO.UN
"Population, ages 7-12, female",SP.POP.0712.FE.UN
"Population, ages 7-12, male",SP.POP.0712.MA.UN
"Population, ages 7-12, total",SP.POP.0712.TO.UN
"Population, ages 7-13, female",SP.POP.0713.FE.UN
"Population, ages 7-13, male",SP.POP.0713.MA.UN
"Population, ages 7-13, total",SP.POP.0713.TO.UN
"Population, ages 7-9, female",SP.POP.0709.FE.UN
"Population, ages 7-9, male",SP.POP.0709.MA.UN
"Population, ages 7-9, total",SP.POP.0709.TO.UN
"Population, female",SP.POP.TOTL.FE.IN
"Population, female (% of total)",SP.POP.TOTL.FE.ZS
"Population, male",SP.POP.TOTL.MA.IN
"Population, male (% of total)",SP.POP.TOTL.MA.ZS
"Population, total",SP.POP.TOTL
Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS
Pupil-teacher ratio in tertiary education (headcount basis),UIS.PTRHC.56
"School life expectancy, post-secondary non-tertiary, both sexes (years)",UIS.SLE.4
"School life expectancy, post-secondary non-tertiary, female (years)",UIS.SLE.4.F
"School life expectancy, post-secondary non-tertiary, gender parity index (GPI)",UIS.SLE.4.GPI
"School life expectancy, post-secondary non-tertiary, male (years)",UIS.SLE.4.M
"School life expectancy, pre-primary, both sexes (years)",UIS.SLE.0
"School life expectancy, pre-primary, female (years)",UIS.SLE.0.F
"School life expectancy, pre-primary, gender parity index (GPI)",UIS.SLE.0.GPI
"School life expectancy, pre-primary, male (years)",UIS.SLE.0.M
"School life expectancy, primary and lower secondary, both sexes (years)",UIS.SLE.12
"School life expectancy, primary and lower secondary, female (years)",UIS.SLE.12.F
"School life expectancy, primary and lower secondary, male (years)",UIS.SLE.12.M
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA
"School life expectancy, primary, both sexes (years)",UIS.SLE.1
"School life expectancy, primary, female (years)",UIS.SLE.1.F
"School life expectancy, primary, gender parity index (GPI)",UIS.SLE.1.GPI
